"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","6.08","6.06","6.20","5.89","25.77K","4.11%"
"2022년 05월 26일","5.84","6.00","6.00","5.70","12.25K","2.01%"
"2022년 05월 25일","5.72","5.80","5.80","5.71","8.58K","-1.29%"
"2022년 05월 24일","5.80","5.76","6.10","5.74","9.38K","-0.68%"
"2022년 05월 23일","5.84","5.76","6.97","5.68","10.20K","4.29%"
"2022년 05월 20일","5.60","5.92","5.92","5.33","31.00K","-5.41%"
"2022년 05월 19일","5.92","5.52","6.10","5.51","179.02K","6.09%"
"2022년 05월 18일","5.58","5.88","5.88","5.52","5.58K","-1.59%"
"2022년 05월 17일","5.67","5.37","5.72","5.36","37.33K","8.41%"
"2022년 05월 16일","5.23","5.31","5.45","5.19","19.55K","-4.74%"
"2022년 05월 13일","5.49","5.18","5.52","5.16","45.08K","5.58%"
"2022년 05월 12일","5.20","5.11","5.47","5.01","22.56K","0.39%"
"2022년 05월 11일","5.18","5.47","5.48","5.16","8.10K","-6.24%"
"2022년 05월 10일","5.53","5.78","5.90","5.46","53.74K","-0.99%"
"2022년 05월 09일","5.58","5.95","6.39","5.34","43.18K","-6.38%"
"2022년 05월 06일","5.96","6.00","6.00","5.90","28.43K","-1.49%"
"2022년 05월 05일","6.05","6.02","6.20","5.95","11.57K","0.50%"
"2022년 05월 04일","6.02","6.14","6.20","5.88","34.19K","-1.95%"
"2022년 05월 03일","6.14","6.50","6.50","6.14","19.48K","-2.85%"
"2022년 05월 02일","6.32","6.21","6.76","6.06","46.12K","-1.71%"
"2022년 04월 29일","6.43","6.26","6.53","6.05","30.38K","-1.08%"
