"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","24.94","24.09","25.12","24.09","517.42K","3.36%"
"2022년 05월 26일","24.13","23.07","24.51","22.98","530.52K","6.86%"
"2022년 05월 25일","22.58","20.71","22.85","20.63","562.51K","8.66%"
"2022년 05월 24일","20.78","22.16","22.43","20.40","913.96K","-8.05%"
"2022년 05월 23일","22.60","23.00","23.00","22.15","473.42K","-1.09%"
"2022년 05월 20일","22.85","23.50","23.77","22.13","554.63K","-1.25%"
"2022년 05월 19일","23.14","23.13","23.56","22.69","552.40K","-1.70%"
"2022년 05월 18일","23.54","24.24","24.50","23.33","646.13K","-6.40%"
"2022년 05월 17일","25.15","25.27","25.55","24.67","452.60K","2.74%"
"2022년 05월 16일","24.48","24.88","25.12","24.31","347.12K","-1.61%"
"2022년 05월 13일","24.88","24.17","25.12","24.09","690.38K","4.54%"
"2022년 05월 12일","23.80","22.94","24.38","22.83","733.00K","3.66%"
"2022년 05월 11일","22.96","24.78","24.95","22.88","548.43K","-6.02%"
"2022년 05월 10일","24.43","25.32","25.49","23.72","661.80K","-1.77%"
"2022년 05월 09일","24.87","25.01","25.45","24.63","693.40K","-2.66%"
"2022년 05월 06일","25.55","25.21","26.17","24.84","524.25K","-0.93%"
"2022년 05월 05일","25.79","26.96","27.11","25.43","622.18K","-5.60%"
"2022년 05월 04일","27.32","27.77","27.77","25.73","621.85K","-0.58%"
"2022년 05월 03일","27.48","28.15","29.31","26.93","733.22K","-1.61%"
"2022년 05월 02일","27.93","26.60","27.98","26.47","1.11M","5.48%"
"2022년 04월 29일","26.48","27.60","27.95","26.39","505.80K","-4.85%"
