"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","19.70","19.60","19.96","19.50","3.21K","0.41%"
"2022년 05월 26일","19.62","19.75","20.00","19.49","7.16K","-0.91%"
"2022년 05월 25일","19.80","19.50","19.80","19.50","1.87K","0.46%"
"2022년 05월 24일","19.71","19.27","19.72","19.13","5.71K","1.81%"
"2022년 05월 23일","19.36","19.15","19.36","19.15","2.55K","-0.46%"
"2022년 05월 20일","19.45","19.46","19.62","19.30","4.89K","-0.92%"
"2022년 05월 19일","19.63","19.50","19.84","19.50","5.18K","0.26%"
"2022년 05월 18일","19.58","19.36","19.61","19.06","13.61K","2.19%"
"2022년 05월 17일","19.16","19.20","19.25","19.16","4.32K","0.16%"
"2022년 05월 16일","19.13","19.07","19.27","18.69","10.62K","-1.95%"
"2022년 05월 13일","19.51","20.00","20.00","19.30","12.19K","-2.06%"
"2022년 05월 12일","19.92","20.33","20.33","19.12","4.46K","-2.48%"
"2022년 05월 11일","20.43","19.91","20.49","19.91","1.94K","-0.41%"
"2022년 05월 10일","20.51","19.34","20.60","19.34","4.54K","3.69%"
"2022년 05월 09일","19.78","19.70","19.85","19.61","2.93K","-1.05%"
"2022년 05월 06일","19.99","19.69","21.32","19.69","15.76K","3.47%"
"2022년 05월 05일","19.32","19.89","20.06","19.32","25.14K","-2.77%"
"2022년 05월 04일","19.87","19.65","20.90","19.65","44.43K","0.76%"
"2022년 05월 03일","19.72","20.25","20.30","19.50","16.98K","-0.90%"
"2022년 05월 02일","19.90","20.40","20.40","19.89","4.23K","-1.97%"
"2022년 04월 29일","20.30","20.51","20.61","20.21","3.91K","-0.25%"
