"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","106.44","106.54","106.75","103.95","1.51M","-0.25%"
"2022년 05월 23일","106.71","107.02","107.81","105.60","2.34M","-1.08%"
"2022년 05월 20일","107.87","110.35","110.40","105.74","2.21M","-1.06%"
"2022년 05월 19일","109.03","108.59","110.70","107.54","2.68M","-1.16%"
"2022년 05월 18일","110.31","110.71","112.43","109.87","2.23M","-0.98%"
"2022년 05월 17일","111.40","110.38","111.86","109.40","2.60M","3.71%"
"2022년 05월 16일","107.41","106.93","108.18","105.56","3.28M","0.65%"
"2022년 05월 13일","106.72","107.28","107.75","105.95","2.48M","0.91%"
"2022년 05월 12일","105.76","106.41","106.98","102.77","3.15M","-1.53%"
"2022년 05월 11일","107.40","106.66","109.70","106.35","1.98M","1.69%"
"2022년 05월 10일","105.61","107.62","108.22","103.63","1.82M","-0.93%"
"2022년 05월 09일","106.60","108.41","108.82","106.03","2.54M","-3.28%"
"2022년 05월 06일","110.22","111.26","111.39","107.81","1.83M","-1.09%"
"2022년 05월 05일","111.43","114.99","115.30","110.11","2.16M","-3.94%"
"2022년 05월 04일","116.00","111.86","116.01","111.64","2.16M","4.58%"
"2022년 05월 03일","110.92","108.47","111.26","108.14","2.29M","2.69%"
"2022년 05월 02일","108.01","108.80","109.20","105.89","3.07M","1.87%"
"2022년 04월 29일","106.03","109.07","110.94","105.81","2.27M","-0.07%"
"2022년 04월 28일","106.10","106.10","106.81","104.25","2.47M","0.74%"
"2022년 04월 27일","105.32","105.68","106.64","104.36","1.66M","1.02%"
"2022년 04월 26일","104.26","105.21","106.41","104.20","1.27M","-0.90%"
"2022년 04월 25일","105.21","104.61","105.61","101.41","2.18M","-1.37%"
