"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","337.03","332.32","337.93","327.20","1.89M","0.50%"
"2022년 05월 23일","335.36","316.95","337.27","316.18","4.28M","7.04%"
"2022년 05월 20일","313.31","339.63","344.37","307.64","8.81M","-14.07%"
"2022년 05월 19일","364.62","364.40","370.45","356.30","2.25M","-1.10%"
"2022년 05월 18일","368.67","384.00","385.09","367.35","1.54M","-4.06%"
"2022년 05월 17일","384.26","381.51","386.01","377.34","1.23M","2.62%"
"2022년 05월 16일","374.45","368.92","382.43","366.03","1.89M","2.12%"
"2022년 05월 13일","366.69","364.55","370.00","363.23","1.75M","1.02%"
"2022년 05월 12일","362.98","362.84","367.57","354.30","1.88M","-0.29%"
"2022년 05월 11일","364.03","365.89","374.49","362.19","1.38M","-0.20%"
"2022년 05월 10일","364.75","367.99","371.49","360.50","1.34M","0.06%"
"2022년 05월 09일","364.53","372.00","374.55","362.39","1.82M","-3.43%"
"2022년 05월 06일","377.46","383.57","383.57","371.64","1.52M","-1.46%"
"2022년 05월 05일","383.04","393.89","396.16","379.11","1.47M","-3.36%"
"2022년 05월 04일","396.35","391.24","398.40","384.75","1.75M","1.77%"
"2022년 05월 03일","389.44","385.83","390.72","383.49","1.47M","2.15%"
"2022년 05월 02일","381.23","374.96","382.49","371.60","1.56M","0.97%"
"2022년 04월 29일","377.55","386.15","389.97","376.27","1.53M","-1.89%"
"2022년 04월 28일","384.82","387.84","390.06","375.00","1.52M","-0.18%"
"2022년 04월 27일","385.53","381.91","390.07","375.50","1.60M","0.98%"
"2022년 04월 26일","381.77","385.03","390.64","380.09","1.56M","-0.97%"
"2022년 04월 25일","385.51","389.89","389.89","372.53","4.49M","-4.48%"
