"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","35.21","35.53","35.57","34.31","16.56M","-2.19%"
"2022년 05월 23일","36.00","35.93","36.61","35.09","19.71M","1.69%"
"2022년 05월 20일","35.40","37.01","37.08","34.38","24.41M","-1.99%"
"2022년 05월 19일","36.12","35.38","36.65","35.15","15.55M","0.81%"
"2022년 05월 18일","35.83","37.50","37.77","35.59","18.99M","-5.96%"
"2022년 05월 17일","38.10","38.03","38.55","37.35","14.45M","2.70%"
"2022년 05월 16일","37.10","38.01","38.04","36.76","16.35M","-2.91%"
"2022년 05월 13일","38.21","36.18","38.49","36.07","22.44M","7.45%"
"2022년 05월 12일","35.56","35.46","36.20","34.58","42.88M","-4.59%"
"2022년 05월 11일","37.27","38.78","39.44","37.17","17.63M","-3.70%"
"2022년 05월 10일","38.70","39.39","39.49","37.52","20.18M","1.15%"
"2022년 05월 09일","38.26","38.98","40.22","38.08","18.51M","-3.34%"
"2022년 05월 06일","39.58","39.79","40.12","38.80","14.68M","-0.93%"
"2022년 05월 05일","39.95","40.32","40.75","39.35","15.32M","-2.96%"
"2022년 05월 04일","41.17","39.60","41.24","39.30","15.81M","3.08%"
"2022년 05월 03일","39.94","39.32","40.27","38.82","19.13M","3.88%"
"2022년 05월 02일","38.45","37.67","38.49","37.25","16.12M","1.42%"
"2022년 04월 29일","37.91","38.81","39.42","37.78","16.74M","-2.17%"
"2022년 04월 28일","38.75","39.35","39.61","37.31","22.80M","0.23%"
"2022년 04월 27일","38.66","38.29","39.52","37.70","19.83M","1.63%"
"2022년 04월 26일","38.04","39.22","39.45","37.88","21.68M","-4.47%"
"2022년 04월 25일","39.82","39.35","39.99","38.67","18.70M","-0.05%"
