"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","3.50","3.64","3.65","3.36","4.47M","-2.51%"
"2022년 05월 19일","3.59","3.58","3.71","3.56","3.19M","-0.83%"
"2022년 05월 18일","3.62","3.82","3.89","3.60","7.19M","-5.97%"
"2022년 05월 17일","3.85","3.71","3.90","3.66","5.25M","6.06%"
"2022년 05월 16일","3.63","3.84","3.89","3.63","10.66M","-5.47%"
"2022년 05월 13일","3.84","3.61","3.89","3.54","10.88M","7.87%"
"2022년 05월 12일","3.56","3.42","3.59","3.34","20.42M","5.01%"
"2022년 05월 11일","3.39","3.73","3.77","3.38","8.18M","-9.12%"
"2022년 05월 10일","3.73","3.68","3.85","3.64","7.78M","1.36%"
"2022년 05월 09일","3.68","3.52","3.80","3.47","12.26M","0.82%"
"2022년 05월 06일","3.65","2.94","3.97","2.90","13.21M","-15.31%"
"2022년 05월 05일","4.31","4.48","4.54","4.20","7.60M","-4.86%"
"2022년 05월 04일","4.53","4.52","4.57","4.24","7.16M","0.00%"
"2022년 05월 03일","4.53","4.36","4.56","4.32","6.14M","3.66%"
"2022년 05월 02일","4.37","4.20","4.39","4.11","6.30M","3.80%"
"2022년 04월 29일","4.21","4.27","4.41","4.18","5.29M","-2.32%"
"2022년 04월 28일","4.31","4.28","4.35","4.11","6.42M","1.89%"
"2022년 04월 27일","4.23","4.26","4.34","4.13","4.20M","-1.63%"
"2022년 04월 26일","4.30","4.23","4.36","4.18","5.88M","0.00%"
"2022년 04월 25일","4.30","4.15","4.33","4.09","3.80M","3.12%"
"2022년 04월 22일","4.17","4.13","4.24","4.10","6.36M","-0.24%"
