"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","100.58","99.35","100.67","99.25","1.32M","0.71%"
"2022년 05월 26일","99.87","100.90","101.12","99.76","1.48M","-0.45%"
"2022년 05월 25일","100.32","100.39","100.76","99.71","1.88M","-0.07%"
"2022년 05월 24일","100.39","97.79","100.48","97.15","1.85M","2.77%"
"2022년 05월 23일","97.68","97.45","98.84","96.50","2.78M","1.95%"
"2022년 05월 20일","95.81","95.05","96.03","94.38","2.40M","1.04%"
"2022년 05월 19일","94.82","94.97","94.99","93.33","1.99M","-0.42%"
"2022년 05월 18일","95.22","95.85","96.40","95.02","2.15M","-0.29%"
"2022년 05월 17일","95.50","94.89","95.67","93.06","1.59M","0.48%"
"2022년 05월 16일","95.04","95.70","96.13","94.86","1.64M","-0.38%"
"2022년 05월 13일","95.40","95.01","95.46","93.75","1.73M","1.11%"
"2022년 05월 12일","94.35","94.34","94.93","92.95","2.12M","0.07%"
"2022년 05월 11일","94.28","93.03","95.60","92.72","1.66M","1.76%"
"2022년 05월 10일","92.65","94.47","96.02","91.99","2.10M","-1.83%"
"2022년 05월 09일","94.38","93.39","95.47","92.21","2.09M","0.43%"
"2022년 05월 06일","93.98","91.60","94.47","91.00","1.75M","1.42%"
"2022년 05월 05일","92.66","93.17","93.92","92.18","1.61M","-0.90%"
"2022년 05월 04일","93.50","92.89","93.64","92.35","1.86M","1.32%"
"2022년 05월 03일","92.28","92.12","94.24","92.08","1.52M","0.29%"
"2022년 05월 02일","92.01","93.61","93.90","90.95","1.72M","-0.79%"
