"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","268.14","265.01","269.39","262.88","767.67K","0.62%"
"2022년 05월 23일","266.48","264.70","267.86","258.77","872.03K","1.44%"
"2022년 05월 20일","262.71","267.76","269.01","255.90","1.40M","-1.48%"
"2022년 05월 19일","266.66","267.52","268.26","262.52","756.46K","-1.05%"
"2022년 05월 18일","269.49","277.09","277.91","268.52","1.00M","-3.42%"
"2022년 05월 17일","279.03","281.41","281.41","275.77","598.34K","0.44%"
"2022년 05월 16일","277.82","279.76","282.13","277.36","618.16K","-0.99%"
"2022년 05월 13일","280.60","277.08","284.62","275.34","815.54K","1.76%"
"2022년 05월 12일","275.74","275.06","280.00","271.12","789.17K","0.25%"
"2022년 05월 11일","275.05","277.85","282.58","274.21","807.07K","-1.48%"
"2022년 05월 10일","279.18","278.95","284.67","276.45","1.03M","1.49%"
"2022년 05월 09일","275.09","283.33","284.05","274.22","1.13M","-3.91%"
"2022년 05월 06일","286.29","284.30","288.35","281.37","983.46K","-0.09%"
"2022년 05월 05일","286.55","288.95","291.01","281.00","1.06M","-1.90%"
"2022년 05월 04일","292.10","284.46","292.36","279.68","814.37K","2.65%"
"2022년 05월 03일","284.55","282.87","287.86","280.85","1.24M","0.86%"
"2022년 05월 02일","282.12","291.99","291.99","274.40","1.47M","-2.04%"
"2022년 04월 29일","287.99","314.36","314.36","286.95","1.93M","-9.44%"
"2022년 04월 28일","318.00","313.74","320.21","306.85","1.11M","2.18%"
"2022년 04월 27일","311.22","310.90","315.12","309.52","846.01K","0.31%"
"2022년 04월 26일","310.27","319.39","320.39","310.26","1.12M","-3.47%"
"2022년 04월 25일","321.44","318.05","321.69","314.29","1.11M","-0.06%"
