"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","4.500","4.440","4.535","4.440","7.55K","-0.66%"
"2022년 05월 26일","4.530","4.440","4.530","4.440","8.96K","2.03%"
"2022년 05월 25일","4.440","4.480","4.480","4.440","1.30K","0.00%"
"2022년 05월 24일","4.440","4.400","4.480","4.380","4.67K","-0.22%"
"2022년 05월 23일","4.450","4.560","4.560","4.350","19.58K","-1.77%"
"2022년 05월 20일","4.530","4.570","4.600","4.530","3.08K","-2.79%"
"2022년 05월 19일","4.660","4.565","4.670","4.550","4.59K","0.00%"
"2022년 05월 18일","4.660","4.680","4.680","4.029","42.82K","-0.64%"
"2022년 05월 17일","4.690","4.750","4.880","4.610","12.60K","0.64%"
"2022년 05월 16일","4.660","4.900","4.925","4.610","24.87K","-2.92%"
"2022년 05월 13일","4.800","5.225","5.300","4.800","28.04K","-9.43%"
"2022년 05월 12일","5.300","5.102","5.340","5.102","3.45K","3.92%"
"2022년 05월 11일","5.100","5.150","5.230","5.100","9.33K","0.00%"
"2022년 05월 10일","5.100","5.110","5.160","5.080","4.74K","0.99%"
"2022년 05월 09일","5.050","5.101","5.140","5.000","16.45K","-0.79%"
"2022년 05월 06일","5.090","4.850","5.170","4.700","107.35K","5.38%"
"2022년 05월 05일","4.830","4.410","4.860","4.290","98.55K","16.95%"
"2022년 05월 04일","4.130","4.060","4.230","3.950","22.13K","-0.48%"
"2022년 05월 03일","4.150","4.170","4.190","4.010","21.47K","-1.19%"
"2022년 05월 02일","4.200","4.270","4.380","4.170","3.52K","-0.24%"
"2022년 04월 29일","4.210","4.290","4.310","4.180","18.53K","-0.94%"
