"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","37.65","37.07","37.68","36.72","429.53K","1.81%"
"2022년 05월 26일","36.98","36.45","37.39","36.36","424.22K","1.18%"
"2022년 05월 25일","36.55","35.82","36.96","35.82","431.57K","1.27%"
"2022년 05월 24일","36.09","36.09","36.46","34.96","663.76K","0.00%"
"2022년 05월 23일","36.09","35.88","36.66","35.75","632.18K","1.38%"
"2022년 05월 20일","35.60","35.15","35.60","34.33","539.16K","1.69%"
"2022년 05월 19일","35.01","34.83","35.24","34.21","1.05M","-0.48%"
"2022년 05월 18일","35.18","34.83","35.35","34.53","779.79K","0.54%"
"2022년 05월 17일","34.99","34.51","35.27","34.47","448.18K","1.95%"
"2022년 05월 16일","34.32","34.45","34.98","34.29","594.97K","-0.41%"
"2022년 05월 13일","34.46","33.20","34.66","33.20","783.93K","4.17%"
"2022년 05월 12일","33.08","33.14","33.41","32.37","813.38K","-0.72%"
"2022년 05월 11일","33.32","33.11","34.67","33.07","875.11K","-0.18%"
"2022년 05월 10일","33.38","32.24","33.81","32.05","1.11M","3.50%"
"2022년 05월 09일","32.25","31.95","32.98","31.83","714.05K","-0.52%"
"2022년 05월 06일","32.42","31.23","32.44","30.98","741.36K","3.94%"
"2022년 05월 05일","31.19","30.97","32.04","30.28","697.01K","-0.16%"
"2022년 05월 04일","31.24","31.31","31.38","30.31","347.36K","0.10%"
"2022년 05월 03일","31.21","31.36","31.84","31.01","323.31K","-0.73%"
"2022년 05월 02일","31.44","30.85","31.62","30.71","629.03K","2.08%"
"2022년 04월 29일","30.80","31.62","31.84","30.67","398.09K","-3.36%"
