"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","73.44","73.96","74.50","73.00","190.49K","0.11%"
"2022년 05월 26일","73.36","73.84","75.82","73.25","475.09K","-0.73%"
"2022년 05월 25일","73.90","70.36","74.75","70.08","263.42K","5.03%"
"2022년 05월 24일","70.36","70.85","71.22","69.52","203.89K","-1.24%"
"2022년 05월 23일","71.24","70.87","71.60","69.96","264.80K","1.50%"
"2022년 05월 20일","70.19","69.96","70.32","67.93","168.09K","1.67%"
"2022년 05월 19일","69.04","69.53","71.17","68.01","273.71K","-1.30%"
"2022년 05월 18일","69.95","75.35","75.35","69.68","338.07K","-7.25%"
"2022년 05월 17일","75.42","73.28","75.69","73.28","180.46K","4.53%"
"2022년 05월 16일","72.15","73.69","75.99","71.51","230.84K","-2.16%"
"2022년 05월 13일","73.74","74.06","75.55","73.49","209.77K","-0.41%"
"2022년 05월 12일","74.04","73.10","74.16","71.30","211.40K","1.18%"
"2022년 05월 11일","73.18","74.38","75.34","72.35","196.79K","-1.65%"
"2022년 05월 10일","74.41","75.81","76.22","72.67","235.10K","-0.93%"
"2022년 05월 09일","75.11","76.15","76.82","74.66","277.08K","-1.24%"
"2022년 05월 06일","76.05","75.71","77.24","74.04","269.50K","-0.14%"
"2022년 05월 05일","76.16","77.18","77.95","75.04","368.19K","-2.81%"
"2022년 05월 04일","78.36","74.42","78.36","74.29","397.48K","6.25%"
"2022년 05월 03일","73.75","72.37","74.31","71.33","503.24K","1.54%"
"2022년 05월 02일","72.63","67.73","73.26","67.73","841.05K","8.14%"
"2022년 04월 29일","67.16","76.21","76.68","66.94","1.48M","0.84%"
