"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","13.26","12.35","13.30","12.33","129.58K","9.50%"
"2022년 05월 26일","12.11","11.68","12.25","11.68","73.09K","3.24%"
"2022년 05월 25일","11.73","11.16","11.90","11.15","108.21K","5.01%"
"2022년 05월 24일","11.17","11.56","11.71","11.11","119.55K","-5.18%"
"2022년 05월 23일","11.78","11.49","11.93","11.20","159.37K","3.79%"
"2022년 05월 20일","11.35","11.41","11.58","10.95","166.19K","0.44%"
"2022년 05월 19일","11.30","11.40","11.75","11.22","126.98K","-1.48%"
"2022년 05월 18일","11.47","11.83","12.08","11.01","146.10K","-3.69%"
"2022년 05월 17일","11.91","11.81","12.15","11.64","634.32K","3.39%"
"2022년 05월 16일","11.52","11.72","11.88","11.41","72.29K","-2.29%"
"2022년 05월 13일","11.79","11.64","11.99","11.62","135.79K","2.61%"
"2022년 05월 12일","11.49","11.57","11.97","11.11","138.93K","-0.95%"
"2022년 05월 11일","11.60","11.74","12.44","11.55","107.17K","-1.11%"
"2022년 05월 10일","11.73","12.11","12.34","11.57","214.60K","-1.59%"
"2022년 05월 09일","11.92","11.73","12.08","11.73","147.12K","-1.73%"
"2022년 05월 06일","12.13","12.31","12.63","11.97","277.02K","-3.04%"
"2022년 05월 05일","12.51","13.28","14.00","12.36","370.86K","-0.71%"
"2022년 05월 04일","12.60","12.49","12.70","11.72","225.78K","0.64%"
"2022년 05월 03일","12.52","12.66","12.80","12.36","96.96K","-1.57%"
"2022년 05월 02일","12.72","12.15","12.73","12.15","123.47K","4.35%"
"2022년 04월 29일","12.19","12.61","13.20","12.13","120.55K","-5.36%"
