"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","29.16","28.45","29.42","28.29","333.82K","1.89%"
"2022년 05월 26일","28.62","28.11","29.70","28.10","383.32K","3.96%"
"2022년 05월 25일","27.53","24.56","28.08","24.46","405.64K","11.41%"
"2022년 05월 24일","24.71","25.18","25.18","23.78","439.39K","-4.00%"
"2022년 05월 23일","25.74","26.23","26.44","25.49","380.71K","-1.27%"
"2022년 05월 20일","26.07","26.46","26.94","25.03","448.74K","-0.65%"
"2022년 05월 19일","26.24","25.93","27.37","25.20","583.13K","-0.94%"
"2022년 05월 18일","26.49","30.02","30.03","25.80","1.41M","-16.49%"
"2022년 05월 17일","31.72","31.14","32.40","30.77","303.29K","2.92%"
"2022년 05월 16일","30.82","30.83","31.29","30.46","198.83K","-0.52%"
"2022년 05월 13일","30.98","30.70","31.67","30.43","190.09K","1.87%"
"2022년 05월 12일","30.41","29.14","30.50","28.96","390.85K","4.11%"
"2022년 05월 11일","29.21","30.58","31.33","29.12","295.26K","-4.29%"
"2022년 05월 10일","30.52","31.13","31.48","29.36","357.64K","-0.81%"
"2022년 05월 09일","30.77","30.55","31.66","30.31","214.00K","-0.77%"
"2022년 05월 06일","31.01","31.31","31.43","30.36","251.36K","-1.96%"
"2022년 05월 05일","31.63","31.73","32.16","30.56","243.23K","-1.80%"
"2022년 05월 04일","32.21","31.22","32.24","30.52","255.59K","3.20%"
"2022년 05월 03일","31.21","31.41","31.86","30.55","254.15K","-1.33%"
"2022년 05월 02일","31.63","30.33","31.70","30.02","306.20K","4.77%"
"2022년 04월 29일","30.19","30.55","30.68","29.86","198.91K","-2.36%"
