"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","77.46","76.92","78.00","76.83","3.29M","1.67%"
"2022년 05월 26일","76.19","76.53","76.73","75.80","3.89M","0.25%"
"2022년 05월 25일","76.00","78.42","78.44","75.46","3.03M","-3.05%"
"2022년 05월 24일","78.39","78.72","79.45","77.77","1.67M","-0.53%"
"2022년 05월 23일","78.81","78.24","79.14","77.93","1.57M","1.36%"
"2022년 05월 20일","77.75","78.78","78.86","76.58","1.73M","-0.47%"
"2022년 05월 19일","78.12","77.36","78.53","76.97","2.12M","0.74%"
"2022년 05월 18일","77.55","78.94","79.02","77.25","2.24M","-1.93%"
"2022년 05월 17일","79.08","78.08","79.68","77.99","2.71M","2.41%"
"2022년 05월 16일","77.22","76.34","78.00","75.63","2.10M","1.23%"
"2022년 05월 13일","76.28","74.55","76.64","74.08","1.70M","2.71%"
"2022년 05월 12일","74.27","73.38","74.59","73.25","1.94M","1.06%"
"2022년 05월 11일","73.49","73.28","75.14","72.70","2.23M","0.23%"
"2022년 05월 10일","73.32","73.08","73.75","72.14","1.67M","0.77%"
"2022년 05월 09일","72.76","73.44","73.77","72.22","1.80M","-1.82%"
"2022년 05월 06일","74.11","74.56","74.95","73.23","1.89M","-0.88%"
"2022년 05월 05일","74.77","75.02","75.89","73.79","2.22M","-1.23%"
"2022년 05월 04일","75.70","73.31","75.90","73.22","1.73M","3.51%"
"2022년 05월 03일","73.13","73.43","74.72","72.87","1.97M","0.30%"
"2022년 05월 02일","72.91","72.03","73.66","71.69","2.80M","1.28%"
"2022년 04월 29일","71.99","71.33","73.76","70.82","3.17M","0.83%"
