"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","50.45","48.04","50.55","48.04","497.66K","5.77%"
"2022년 05월 26일","47.70","47.64","48.58","46.07","412.69K","-0.19%"
"2022년 05월 25일","47.79","46.99","48.11","46.21","437.40K","2.69%"
"2022년 05월 24일","46.54","47.46","47.61","46.01","303.38K","-4.10%"
"2022년 05월 23일","48.53","48.37","49.27","46.95","385.17K","0.10%"
"2022년 05월 20일","48.48","49.66","50.04","47.65","512.27K","-0.59%"
"2022년 05월 19일","48.77","46.96","49.87","46.19","758.85K","3.81%"
"2022년 05월 18일","46.98","48.91","49.56","46.68","601.78K","-5.85%"
"2022년 05월 17일","49.90","51.60","52.56","49.51","645.61K","-1.03%"
"2022년 05월 16일","50.42","52.80","53.44","50.33","799.42K","-5.47%"
"2022년 05월 13일","53.34","53.67","54.96","52.70","794.23K","1.16%"
"2022년 05월 12일","52.73","46.00","52.81","46.00","1.50M","9.69%"
"2022년 05월 11일","48.07","50.11","51.74","47.47","1.84M","-8.00%"
"2022년 05월 10일","52.25","66.56","67.31","36.50","6.24M","-20.75%"
"2022년 05월 09일","65.93","67.06","67.97","65.35","350.36K","-3.81%"
"2022년 05월 06일","68.54","69.27","70.12","66.45","424.96K","-2.35%"
"2022년 05월 05일","70.19","74.24","74.57","69.54","298.40K","-7.39%"
"2022년 05월 04일","75.79","72.07","75.88","70.18","523.19K","4.08%"
"2022년 05월 03일","72.82","74.21","74.88","72.43","364.80K","-2.22%"
"2022년 05월 02일","74.47","75.45","77.55","73.71","483.95K","-2.77%"
"2022년 04월 29일","76.59","76.10","78.22","73.26","974.45K","6.88%"
