"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","162.51","167.22","168.70","159.60","1.83M","-4.15%"
"2022년 05월 23일","169.55","168.58","170.51","161.69","1.60M","0.77%"
"2022년 05월 20일","168.25","169.00","171.55","160.77","2.50M","1.64%"
"2022년 05월 19일","165.54","156.17","173.98","156.17","2.97M","6.00%"
"2022년 05월 18일","156.17","155.01","166.15","154.20","2.07M","-1.23%"
"2022년 05월 17일","158.11","156.99","161.21","151.10","1.52M","4.69%"
"2022년 05월 16일","151.03","154.20","159.92","150.45","1.79M","-4.28%"
"2022년 05월 13일","157.79","146.62","159.46","146.00","3.08M","11.96%"
"2022년 05월 12일","140.94","133.15","147.51","128.67","3.89M","2.46%"
"2022년 05월 11일","137.55","149.28","151.59","136.49","3.16M","-9.30%"
"2022년 05월 10일","151.65","156.79","161.98","144.32","2.77M","0.76%"
"2022년 05월 09일","150.51","160.40","163.74","146.62","3.02M","-9.27%"
"2022년 05월 06일","165.89","179.64","179.86","164.72","2.54M","-8.42%"
"2022년 05월 05일","181.14","188.39","190.92","177.82","2.19M","-5.63%"
"2022년 05월 04일","191.94","175.48","192.90","174.28","3.64M","9.98%"
"2022년 05월 03일","174.53","168.12","177.01","166.01","2.21M","3.68%"
"2022년 05월 02일","168.33","159.37","168.76","158.18","1.92M","4.29%"
"2022년 04월 29일","161.40","163.45","170.82","160.13","2.41M","-1.87%"
"2022년 04월 28일","164.47","170.39","172.48","156.42","3.33M","-0.75%"
"2022년 04월 27일","165.71","169.50","178.25","161.60","7.92M","7.72%"
"2022년 04월 26일","153.83","155.94","158.50","151.25","3.49M","-2.39%"
"2022년 04월 25일","157.60","151.00","158.26","146.62","2.83M","2.58%"
