"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","108.01","108.09","108.74","105.06","622.77K","-0.46%"
"2022년 05월 23일","108.51","110.50","110.77","107.45","495.82K","-0.52%"
"2022년 05월 20일","109.08","109.78","109.78","106.78","696.04K","0.25%"
"2022년 05월 19일","108.81","108.46","110.01","107.37","560.05K","-0.32%"
"2022년 05월 18일","109.16","112.10","112.10","108.78","499.96K","-3.96%"
"2022년 05월 17일","113.66","113.15","113.67","111.22","705.04K","1.71%"
"2022년 05월 16일","111.75","112.07","112.75","109.70","448.22K","-0.91%"
"2022년 05월 13일","112.78","112.08","112.99","111.05","627.26K","1.44%"
"2022년 05월 12일","111.18","108.01","111.26","107.51","800.90K","2.38%"
"2022년 05월 11일","108.60","110.13","112.68","108.37","704.11K","-1.91%"
"2022년 05월 10일","110.71","114.93","115.63","110.50","762.74K","-2.76%"
"2022년 05월 09일","113.85","111.48","115.59","110.70","923.59K","1.14%"
"2022년 05월 06일","112.57","113.00","113.00","110.11","795.57K","-1.05%"
"2022년 05월 05일","113.76","117.27","117.84","112.87","630.85K","-3.97%"
"2022년 05월 04일","118.46","115.82","118.57","112.69","1.10M","2.65%"
"2022년 05월 03일","115.40","114.71","116.36","114.20","739.64K","0.54%"
"2022년 05월 02일","114.78","114.39","117.11","112.27","1.06M","0.47%"
"2022년 04월 29일","114.24","118.21","118.89","114.01","891.43K","-4.16%"
"2022년 04월 28일","119.20","116.89","120.40","115.24","1.22M","2.74%"
"2022년 04월 27일","116.02","114.13","116.59","113.03","1.86M","1.57%"
"2022년 04월 26일","114.23","114.32","116.93","112.31","1.17M","-0.43%"
"2022년 04월 25일","114.72","114.04","114.75","111.38","1.06M","0.18%"
