"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","16.86","16.83","16.86","16.76","1.78K","0.24%"
"2022년 05월 26일","16.82","17.00","17.25","16.82","1.30K","-2.15%"
"2022년 05월 25일","17.19","17.01","17.19","16.97","1.56K","0.26%"
"2022년 05월 24일","17.15","17.15","17.15","17.15","0.22K","-0.09%"
"2022년 05월 23일","17.16","17.16","17.16","17.16","0.33K","0.94%"
"2022년 05월 20일","17.00","17.16","17.19","17.00","0.83K","-1.45%"
"2022년 05월 19일","17.25","17.25","17.25","17.25","101.47K","1.00%"
"2022년 05월 18일","17.08","17.16","17.23","17.06","0.86K","-0.99%"
"2022년 05월 17일","17.25","17.43","17.43","17.25","1.41K","0.23%"
"2022년 05월 16일","17.21","17.33","17.33","17.21","0.65K","-0.12%"
"2022년 05월 13일","17.23","17.24","17.24","17.23","0.92K","-1.82%"
"2022년 05월 12일","17.55","17.52","17.55","17.52","0.69K","-0.28%"
"2022년 05월 11일","17.60","17.41","17.60","17.18","1.29K","0.17%"
"2022년 05월 10일","17.57","17.57","17.57","17.39","0.75K","0.49%"
"2022년 05월 09일","17.49","17.25","17.75","17.19","22.76K","0.45%"
"2022년 05월 06일","17.41","17.41","17.41","17.41","0.82K","-0.53%"
"2022년 05월 04일","17.50","17.25","17.50","17.25","1.29K","0.57%"
"2022년 05월 03일","17.40","17.40","17.40","17.40","0.22K","-0.57%"
"2022년 05월 02일","17.50","17.40","17.50","17.40","0.89K","0.11%"
