"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","28.08","27.85","28.56","27.37","13.36M","-0.18%"
"2022년 05월 23일","28.13","27.47","28.33","27.19","17.18M","3.19%"
"2022년 05월 20일","27.26","27.29","28.06","26.56","19.14M","1.41%"
"2022년 05월 19일","26.88","26.01","27.55","25.93","15.50M","0.41%"
"2022년 05월 18일","26.77","28.52","28.57","26.32","18.10M","-5.61%"
"2022년 05월 17일","28.36","28.52","28.64","27.96","17.69M","1.36%"
"2022년 05월 16일","27.98","27.14","28.27","27.00","20.74M","3.63%"
"2022년 05월 13일","27.00","25.93","27.14","25.80","23.20M","7.44%"
"2022년 05월 12일","25.13","25.11","25.62","24.34","20.99M","-0.16%"
"2022년 05월 11일","25.17","25.23","26.57","24.99","18.98M","3.20%"
"2022년 05월 10일","24.39","24.63","25.43","23.55","21.34M","0.79%"
"2022년 05월 09일","24.20","27.31","27.36","24.00","27.46M","-14.03%"
"2022년 05월 06일","28.15","28.15","28.38","27.00","36.13M","1.70%"
"2022년 05월 05일","27.68","27.80","29.00","27.01","33.43M","-0.04%"
"2022년 05월 04일","27.69","26.91","27.81","26.16","26.20M","5.49%"
"2022년 05월 03일","26.25","24.94","26.34","24.94","19.37M","5.21%"
"2022년 05월 02일","24.95","24.56","25.08","24.07","16.64M","0.12%"
"2022년 04월 29일","24.92","25.50","25.96","24.75","14.66M","-2.12%"
"2022년 04월 28일","25.46","24.80","25.68","23.99","15.50M","3.24%"
"2022년 04월 27일","24.66","24.25","24.92","23.73","16.61M","2.41%"
"2022년 04월 26일","24.08","24.29","25.06","23.99","18.82M","-0.25%"
"2022년 04월 25일","24.14","24.16","24.32","22.84","26.89M","-3.44%"
