"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","35.20","35.14","35.49","34.47","2.80M","-0.03%"
"2022년 05월 23일","35.21","35.57","35.63","34.98","1.22M","-0.20%"
"2022년 05월 20일","35.28","34.58","35.30","34.46","1.99M","2.77%"
"2022년 05월 19일","34.33","34.18","34.86","33.67","1.36M","-0.20%"
"2022년 05월 18일","34.40","35.00","35.14","34.29","1.66M","-2.80%"
"2022년 05월 17일","35.39","35.08","35.50","34.64","1.31M","1.67%"
"2022년 05월 16일","34.81","33.97","34.92","33.75","1.25M","2.23%"
"2022년 05월 13일","34.05","33.55","34.30","33.53","1.10M","2.47%"
"2022년 05월 12일","33.23","33.06","33.51","32.82","1.81M","0.09%"
"2022년 05월 11일","33.20","32.87","33.80","32.68","2.20M","0.97%"
"2022년 05월 10일","32.88","33.91","34.22","32.49","1.90M","-2.17%"
"2022년 05월 09일","33.61","33.69","34.24","33.45","1.83M","-1.23%"
"2022년 05월 06일","34.03","33.31","34.13","32.91","1.89M","1.83%"
"2022년 05월 05일","33.42","33.91","34.00","33.13","1.47M","-1.91%"
"2022년 05월 04일","34.07","32.64","34.13","32.58","1.86M","4.16%"
"2022년 05월 03일","32.71","33.30","33.57","32.54","2.07M","-1.48%"
"2022년 05월 02일","33.20","33.52","34.02","32.89","2.00M","-1.01%"
"2022년 04월 29일","33.54","34.20","34.21","33.47","1.81M","-2.58%"
"2022년 04월 28일","34.43","33.76","34.63","33.52","1.54M","2.75%"
"2022년 04월 27일","33.51","32.10","34.51","32.03","1.83M","2.41%"
"2022년 04월 26일","32.72","33.32","33.39","32.69","2.41M","-2.04%"
"2022년 04월 25일","33.40","33.52","33.62","32.76","1.34M","-0.54%"
