"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","19.00","19.44","19.44","19.00","0.51K","0.48%"
"2022년 05월 26일","18.91","19.00","19.00","18.91","0.77K","-0.79%"
"2022년 05월 25일","19.06","19.06","19.06","19.06","0.51K","0.00%"
"2022년 05월 24일","19.06","19.06","19.06","19.06","0.31K","0.00%"
"2022년 05월 23일","19.06","19.06","19.06","19.06","-","-0.47%"
"2022년 05월 20일","19.15","19.15","19.15","19.15","0.19K","0.79%"
"2022년 05월 19일","19.00","19.00","19.00","19.00","0.22K","-0.21%"
"2022년 05월 18일","19.04","19.04","19.04","19.04","-","-3.64%"
"2022년 05월 17일","19.76","19.00","20.00","19.00","2.53K","-1.15%"
"2022년 05월 16일","19.99","19.99","19.99","19.99","-","-2.82%"
"2022년 05월 13일","20.57","20.57","20.57","20.57","0.86K","3.31%"
"2022년 05월 12일","19.91","19.91","19.91","19.91","0.20K","1.95%"
"2022년 05월 11일","19.53","19.53","19.53","19.53","0.15K","2.79%"
"2022년 05월 27일","19.00","19.44","19.44","19.00","0.51K","0.48%"
"2022년 05월 26일","18.91","19.00","19.00","18.91","0.77K","-0.79%"
"2022년 05월 25일","19.06","19.06","19.06","19.06","0.51K","0.00%"
"2022년 05월 24일","19.06","19.06","19.06","19.06","0.31K","0.00%"
"2022년 05월 23일","19.06","19.06","19.06","19.06","-","-0.47%"
"2022년 05월 20일","19.15","19.15","19.15","19.15","0.19K","0.79%"
"2022년 05월 19일","19.00","19.00","19.00","19.00","0.22K","-0.21%"
"2022년 05월 18일","19.04","19.04","19.04","19.04","-","-3.64%"
"2022년 05월 17일","19.76","19.00","20.00","19.00","2.53K","-1.15%"
"2022년 05월 16일","19.99","19.99","19.99","19.99","-","-2.82%"
"2022년 05월 13일","20.57","20.57","20.57","20.57","0.86K","3.31%"
"2022년 05월 12일","19.91","19.91","19.91","19.91","0.20K","1.95%"
"2022년 05월 11일","19.53","19.53","19.53","19.53","0.15K","-2.93%"
"2022년 05월 09일","20.12","20.12","20.12","20.12","-","0.35%"
"2022년 05월 06일","20.05","20.05","20.05","20.05","0.41K","-0.50%"
"2022년 05월 03일","20.15","20.15","20.15","20.15","0.37K","-3.26%"
"2022년 05월 02일","20.83","20.83","20.83","20.83","-","-0.05%"
