"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","6.400","6.340","6.410","6.290","149.75K","1.75%"
"2022년 05월 26일","6.290","6.190","6.330","6.070","106.68K","2.44%"
"2022년 05월 25일","6.140","6.010","6.180","5.950","152.39K","1.49%"
"2022년 05월 24일","6.050","6.030","6.090","5.900","158.12K","-0.33%"
"2022년 05월 23일","6.070","6.060","6.100","5.860","211.18K","0.33%"
"2022년 05월 20일","6.050","6.260","6.260","5.860","156.61K","-1.94%"
"2022년 05월 19일","6.170","5.950","6.250","5.850","294.39K","4.75%"
"2022년 05월 18일","5.890","5.740","6.000","5.660","177.68K","0.51%"
"2022년 05월 17일","5.860","5.790","5.990","5.710","199.21K","3.53%"
"2022년 05월 16일","5.660","5.430","5.700","5.400","243.50K","3.47%"
"2022년 05월 13일","5.470","5.410","5.630","5.390","191.82K","1.30%"
"2022년 05월 12일","5.400","5.240","5.470","5.180","248.88K","0.93%"
"2022년 05월 11일","5.350","5.290","5.470","5.290","288.05K","-0.19%"
"2022년 05월 10일","5.360","4.920","5.490","4.570","761.10K","26.12%"
"2022년 05월 09일","4.250","4.250","4.300","4.090","181.07K","-0.70%"
"2022년 05월 06일","4.280","4.460","4.460","4.250","91.26K","-3.39%"
"2022년 05월 05일","4.430","4.660","4.680","4.350","77.80K","-6.74%"
"2022년 05월 04일","4.750","4.700","4.776","4.490","97.87K","0.42%"
"2022년 05월 03일","4.730","4.780","5.000","4.610","86.26K","-0.42%"
"2022년 05월 02일","4.750","4.750","4.860","4.655","121.45K","0.00%"
"2022년 04월 29일","4.750","4.580","4.900","4.580","170.31K","3.71%"
