"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","34.51","33.50","34.67","33.50","2.09M","4.13%"
"2022년 05월 26일","33.14","31.26","33.30","31.10","1.60M","7.21%"
"2022년 05월 25일","30.91","28.38","31.01","28.00","1.30M","10.47%"
"2022년 05월 24일","27.98","28.88","28.88","27.42","934.63K","-3.78%"
"2022년 05월 23일","29.08","29.53","29.53","28.19","1.34M","-1.09%"
"2022년 05월 20일","29.40","30.99","31.05","29.16","1.40M","-3.57%"
"2022년 05월 19일","30.49","31.11","31.54","30.05","1.49M","-3.42%"
"2022년 05월 18일","31.57","32.96","33.00","31.10","985.04K","-5.02%"
"2022년 05월 17일","33.24","32.45","33.67","32.12","1.17M","4.69%"
"2022년 05월 16일","31.75","33.38","33.38","31.44","1.18M","-5.37%"
"2022년 05월 13일","33.55","33.81","34.75","33.44","915.80K","-0.12%"
"2022년 05월 12일","33.59","32.12","33.67","31.86","644.53K","3.29%"
"2022년 05월 11일","32.52","34.12","34.72","32.35","982.25K","-5.24%"
"2022년 05월 10일","34.32","33.89","34.83","33.05","819.36K","2.26%"
"2022년 05월 09일","33.56","35.22","35.71","33.50","974.41K","-6.88%"
"2022년 05월 06일","36.04","35.58","36.67","34.81","1.06M","1.41%"
"2022년 05월 05일","35.54","36.78","36.78","35.23","825.84K","-3.84%"
"2022년 05월 04일","36.96","37.41","37.71","35.69","1.40M","-2.53%"
"2022년 05월 03일","37.92","39.44","39.44","36.92","1.11M","-3.68%"
"2022년 05월 02일","39.37","37.10","39.39","36.85","1.06M","6.66%"
"2022년 04월 29일","36.91","37.71","38.97","36.73","1.06M","-1.86%"
