"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","31.30","30.40","31.30","30.26","898.08K","3.99%"
"2022년 05월 26일","30.10","29.88","30.57","29.88","1.25M","1.24%"
"2022년 05월 25일","29.73","29.47","29.85","29.25","779.26K","0.78%"
"2022년 05월 24일","29.50","29.36","29.60","29.08","669.93K","-0.41%"
"2022년 05월 23일","29.62","30.01","30.04","29.43","987.22K","-0.70%"
"2022년 05월 20일","29.83","30.27","30.33","29.14","1.21M","-0.20%"
"2022년 05월 19일","29.89","29.58","30.19","29.34","923.86K","0.78%"
"2022년 05월 18일","29.66","29.92","30.23","29.56","754.09K","-2.14%"
"2022년 05월 17일","30.31","29.49","30.34","29.03","800.37K","3.98%"
"2022년 05월 16일","29.15","29.52","29.56","28.73","839.68K","-1.85%"
"2022년 05월 13일","29.70","29.00","29.75","28.77","1.02M","3.52%"
"2022년 05월 12일","28.69","28.70","28.70","28.00","958.60K","2.06%"
"2022년 05월 11일","28.11","28.70","29.14","28.05","613.41K","-1.64%"
"2022년 05월 10일","28.58","29.53","29.53","28.09","1.07M","-1.75%"
"2022년 05월 09일","29.09","28.87","29.65","28.68","1.38M","-0.65%"
"2022년 05월 06일","29.28","29.18","29.48","28.55","1.10M","0.31%"
"2022년 05월 05일","29.19","29.93","30.11","29.03","737.78K","-3.92%"
"2022년 05월 04일","30.38","29.52","30.39","29.15","823.57K","2.39%"
"2022년 05월 03일","29.67","29.41","29.87","29.12","792.82K","0.78%"
"2022년 05월 02일","29.44","29.27","29.62","28.77","841.70K","0.31%"
"2022년 04월 29일","29.35","30.00","30.29","29.24","908.23K","-2.78%"
