"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","618.35","608.24","622.22","594.53","1.07M","1.12%"
"2022년 05월 23일","611.51","609.73","615.37","599.84","905.55K","1.84%"
"2022년 05월 20일","600.44","596.85","607.18","587.15","1.20M","1.24%"
"2022년 05월 19일","593.08","585.50","599.37","582.58","1.30M","0.21%"
"2022년 05월 18일","591.86","604.89","606.40","587.41","961.72K","-3.25%"
"2022년 05월 17일","611.72","615.71","625.36","598.35","1.56M","2.19%"
"2022년 05월 16일","598.60","600.00","605.16","583.05","2.28M","-2.72%"
"2022년 05월 13일","615.33","606.67","623.40","603.09","1.56M","2.49%"
"2022년 05월 12일","600.40","593.00","604.84","586.05","1.12M","0.01%"
"2022년 05월 11일","600.35","604.76","621.39","599.64","1.17M","-1.62%"
"2022년 05월 10일","610.23","615.50","625.27","595.83","1.18M","0.77%"
"2022년 05월 09일","605.56","616.72","624.35","603.44","1.08M","-3.67%"
"2022년 05월 06일","628.62","631.30","637.10","616.96","725.80K","-0.82%"
"2022년 05월 05일","633.81","651.29","656.90","626.63","889.55K","-4.72%"
"2022년 05월 04일","665.23","632.32","666.48","630.00","1.04M","5.41%"
"2022년 05월 03일","631.06","630.51","641.70","625.16","885.21K","1.00%"
"2022년 05월 02일","624.80","630.75","630.75","610.15","1.53M","0.02%"
"2022년 04월 29일","624.68","649.04","651.28","623.22","1.01M","-4.04%"
"2022년 04월 28일","650.97","650.00","654.40","639.32","1.13M","1.24%"
"2022년 04월 27일","643.02","646.14","655.55","641.76","631.81K","-0.62%"
"2022년 04월 26일","647.05","662.66","668.83","646.86","801.50K","-3.18%"
"2022년 04월 25일","668.28","660.30","669.08","648.00","1.14M","0.81%"
