"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","38.85","38.12","39.17","38.12","137.87K","1.46%"
"2022년 05월 26일","38.29","37.92","38.94","37.91","107.59K","1.89%"
"2022년 05월 25일","37.58","36.44","37.80","36.44","95.24K","3.13%"
"2022년 05월 24일","36.44","36.55","36.83","35.51","151.28K","-0.82%"
"2022년 05월 23일","36.74","36.95","37.25","36.40","150.65K","0.93%"
"2022년 05월 20일","36.40","37.64","38.47","35.24","138.69K","-4.16%"
"2022년 05월 19일","37.98","38.85","39.46","37.66","144.01K","-2.84%"
"2022년 05월 18일","39.09","40.25","40.25","38.78","207.64K","-3.12%"
"2022년 05월 17일","40.35","39.45","41.01","39.45","186.00K","3.01%"
"2022년 05월 16일","39.17","38.04","39.25","37.70","198.15K","3.90%"
"2022년 05월 13일","37.70","37.61","38.63","37.35","251.34K","-0.21%"
"2022년 05월 12일","37.78","35.14","37.92","35.14","268.13K","7.00%"
"2022년 05월 11일","35.31","33.72","37.60","33.38","335.06K","7.82%"
"2022년 05월 10일","32.75","34.63","34.75","32.08","138.17K","-5.37%"
"2022년 05월 09일","34.61","34.00","35.01","33.72","116.37K","0.70%"
"2022년 05월 06일","34.37","33.73","34.56","33.72","69.99K","0.85%"
"2022년 05월 05일","34.08","34.64","34.94","33.67","92.08K","-2.07%"
"2022년 05월 04일","34.80","34.09","34.90","33.66","83.12K","2.72%"
"2022년 05월 03일","33.88","33.38","33.98","33.21","124.61K","1.38%"
"2022년 05월 02일","33.42","33.85","34.43","32.56","113.15K","-2.39%"
"2022년 04월 29일","34.24","34.85","35.37","33.99","125.21K","-1.95%"
