"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","37.25","37.21","38.74","35.32","13.34K","-0.90%"
"2022년 05월 26일","37.59","39.18","39.20","37.14","14.75K","-4.25%"
"2022년 05월 25일","39.26","38.04","40.23","38.04","23.88K","3.32%"
"2022년 05월 24일","38.00","40.40","40.40","37.92","14.59K","-5.57%"
"2022년 05월 23일","40.24","39.44","41.00","38.50","26.30K","6.40%"
"2022년 05월 20일","37.82","40.27","40.65","37.66","6.63K","-5.12%"
"2022년 05월 19일","39.86","39.44","40.60","39.44","12.40K","0.86%"
"2022년 05월 18일","39.52","40.18","42.15","38.79","19.69K","-2.13%"
"2022년 05월 17일","40.38","35.68","44.00","35.45","71.76K","15.87%"
"2022년 05월 16일","34.85","33.84","36.50","32.98","38.17K","5.61%"
"2022년 05월 13일","33.00","33.44","34.10","32.71","10.62K","-1.64%"
"2022년 05월 12일","33.55","32.63","33.87","31.65","30.09K","1.05%"
"2022년 05월 11일","33.20","35.93","36.58","31.98","24.32K","-7.80%"
"2022년 05월 10일","36.01","34.60","36.01","34.53","14.69K","17.91%"
"2022년 05월 09일","30.54","32.60","33.01","30.03","35.30K","-9.38%"
"2022년 05월 06일","33.70","34.76","35.13","33.51","11.72K","-1.66%"
"2022년 05월 05일","34.27","34.00","34.54","33.15","12.26K","0.20%"
"2022년 05월 04일","34.20","33.03","34.62","33.03","9.99K","2.09%"
"2022년 05월 03일","33.50","33.55","34.92","33.11","8.10K","1.52%"
"2022년 05월 02일","33.00","32.56","34.46","32.56","18.69K","0.09%"
"2022년 04월 29일","32.97","33.87","33.87","32.57","7.63K","-2.94%"
