"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","15.50","15.45","15.52","15.40","43.77K","0.91%"
"2022년 05월 26일","15.36","15.19","15.48","15.19","51.28K","0.85%"
"2022년 05월 25일","15.23","15.08","15.36","15.08","57.02K","1.47%"
"2022년 05월 24일","15.01","14.59","15.03","14.59","73.95K","1.69%"
"2022년 05월 23일","14.76","14.82","14.96","14.76","34.58K","1.30%"
"2022년 05월 20일","14.57","14.73","14.82","14.47","52.51K","-0.41%"
"2022년 05월 19일","14.63","14.68","14.85","14.59","100.25K","-1.42%"
"2022년 05월 18일","14.84","15.06","15.13","14.74","56.01K","-2.37%"
"2022년 05월 17일","15.20","14.99","15.27","14.99","46.08K","2.56%"
"2022년 05월 16일","14.82","14.75","14.90","14.51","65.67K","0.34%"
"2022년 05월 13일","14.77","15.11","15.16","14.74","80.42K","-1.80%"
"2022년 05월 12일","15.04","15.30","15.35","14.86","70.37K","-1.83%"
"2022년 05월 11일","15.32","15.30","15.56","15.17","66.08K","0.39%"
"2022년 05월 10일","15.26","15.23","15.45","14.99","87.67K","0.46%"
"2022년 05월 09일","15.19","15.07","15.29","15.05","84.42K","-0.59%"
"2022년 05월 06일","15.28","15.44","15.53","15.11","53.75K","-1.23%"
"2022년 05월 05일","15.47","15.93","15.93","15.26","85.08K","-1.72%"
"2022년 05월 04일","15.74","15.65","15.93","15.46","48.44K","0.58%"
"2022년 05월 03일","15.65","15.58","15.77","15.34","83.24K","0.90%"
"2022년 05월 02일","15.51","15.44","15.55","15.26","112.86K","1.24%"
"2022년 04월 29일","15.32","15.39","15.56","15.27","118.91K","-0.45%"
