"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","106.46","112.00","112.74","101.33","16.29M","-3.86%"
"2022년 05월 19일","110.74","111.41","113.48","110.20","10.12M","-0.54%"
"2022년 05월 18일","111.34","113.99","117.05","110.79","8.51M","-4.71%"
"2022년 05월 17일","116.84","114.54","117.32","113.33","6.64M","5.76%"
"2022년 05월 16일","110.48","109.61","112.31","108.61","7.19M","-1.23%"
"2022년 05월 13일","111.86","108.19","112.63","108.03","8.32M","4.78%"
"2022년 05월 12일","106.76","103.03","106.88","102.99","9.26M","2.73%"
"2022년 05월 11일","103.92","106.66","109.13","103.61","8.29M","-3.04%"
"2022년 05월 10일","107.18","109.21","109.57","105.18","8.86M","1.35%"
"2022년 05월 09일","105.75","107.94","110.79","105.38","10.09M","-6.00%"
"2022년 05월 06일","112.50","111.88","115.05","109.89","6.25M","-0.85%"
"2022년 05월 05일","113.47","116.07","116.90","111.85","8.17M","-4.49%"
"2022년 05월 04일","118.81","114.17","119.12","112.04","6.35M","4.40%"
"2022년 05월 03일","113.80","112.18","114.73","111.43","5.45M","0.73%"
"2022년 05월 02일","112.97","110.92","113.18","108.18","9.35M","2.37%"
"2022년 04월 29일","110.35","113.03","116.16","110.16","8.00M","-3.73%"
"2022년 04월 28일","114.63","111.41","115.99","109.59","7.38M","5.35%"
"2022년 04월 27일","108.81","108.37","112.37","107.90","6.89M","-0.10%"
"2022년 04월 26일","108.92","112.84","113.20","108.83","9.46M","-4.85%"
"2022년 04월 25일","114.47","111.41","114.72","111.20","8.46M","1.48%"
"2022년 04월 22일","112.80","115.23","116.19","112.63","8.48M","-2.50%"
