"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","93.21","91.20","93.42","90.47","5.91M","1.50%"
"2022년 05월 23일","91.83","90.60","92.02","90.00","4.68M","1.94%"
"2022년 05월 20일","90.08","90.84","91.17","88.43","6.59M","-0.19%"
"2022년 05월 19일","90.25","91.38","92.46","89.54","5.23M","-2.55%"
"2022년 05월 18일","92.61","94.33","95.20","92.28","5.83M","-2.46%"
"2022년 05월 17일","94.95","94.33","95.14","93.50","4.45M","2.67%"
"2022년 05월 16일","92.48","91.85","93.54","91.81","5.12M","0.61%"
"2022년 05월 13일","91.92","92.05","92.61","91.09","5.46M","0.48%"
"2022년 05월 12일","91.48","90.85","92.47","89.94","6.35M","0.53%"
"2022년 05월 11일","91.00","91.27","94.13","90.81","6.49M","-0.75%"
"2022년 05월 10일","91.69","92.44","93.86","91.36","7.51M","-0.07%"
"2022년 05월 09일","91.75","94.53","94.79","91.25","6.07M","-3.73%"
"2022년 05월 06일","95.30","95.71","96.05","93.72","5.29M","-1.06%"
"2022년 05월 05일","96.32","97.80","98.20","95.41","5.91M","-1.47%"
"2022년 05월 04일","97.76","94.99","98.02","94.95","6.16M","2.47%"
"2022년 05월 03일","95.40","95.18","96.13","94.32","5.61M","1.25%"
"2022년 05월 02일","94.22","94.51","95.33","92.40","7.87M","-0.73%"
"2022년 04월 29일","94.91","98.47","98.89","94.61","5.88M","-3.23%"
"2022년 04월 28일","98.08","98.55","99.19","96.92","6.52M","-0.77%"
"2022년 04월 27일","98.84","99.22","99.91","97.60","6.36M","-0.35%"
"2022년 04월 26일","99.19","96.90","100.95","96.78","7.19M","-0.42%"
"2022년 04월 25일","99.61","99.79","99.91","97.58","5.56M","-0.88%"
