"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","72.01","68.60","72.15","68.60","1.56M","5.77%"
"2022년 05월 26일","68.08","66.00","68.48","65.75","801.50K","3.09%"
"2022년 05월 25일","66.04","64.88","66.20","64.16","779.52K","2.24%"
"2022년 05월 24일","64.59","65.56","65.61","63.83","1.10M","-2.23%"
"2022년 05월 23일","66.06","66.21","66.45","64.00","875.61K","0.44%"
"2022년 05월 20일","65.77","67.56","68.67","63.84","1.40M","-1.05%"
"2022년 05월 19일","66.47","65.34","67.85","65.24","1.08M","1.70%"
"2022년 05월 18일","65.36","63.87","66.85","63.82","1.15M","-0.06%"
"2022년 05월 17일","65.40","64.72","65.53","63.66","956.89K","4.19%"
"2022년 05월 16일","62.77","63.74","64.23","62.37","839.49K","-2.30%"
"2022년 05월 13일","64.25","64.85","66.01","63.55","1.61M","4.64%"
"2022년 05월 12일","61.40","60.47","62.64","59.60","2.04M","-0.52%"
"2022년 05월 11일","61.72","66.96","67.39","61.56","2.23M","-8.67%"
"2022년 05월 10일","67.58","69.98","70.68","66.45","1.18M","-0.98%"
"2022년 05월 09일","68.25","70.17","71.13","67.01","1.47M","-5.39%"
"2022년 05월 06일","72.14","75.28","75.68","71.25","1.40M","-5.59%"
"2022년 05월 05일","76.41","77.38","77.92","75.21","1.07M","-2.91%"
"2022년 05월 04일","78.70","75.66","78.96","75.01","1.40M","4.78%"
"2022년 05월 03일","75.11","72.85","76.65","72.57","1.06M","2.00%"
"2022년 05월 02일","73.64","72.77","74.31","71.42","1.39M","0.84%"
"2022년 04월 29일","73.03","73.07","74.98","72.60","2.52M","1.07%"
