"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","90.43","89.48","90.51","88.77","1.13M","1.10%"
"2022년 05월 23일","89.45","89.39","90.05","88.42","1.06M","0.79%"
"2022년 05월 20일","88.75","88.37","88.86","86.92","1.67M","0.60%"
"2022년 05월 19일","88.22","89.55","89.60","87.31","1.48M","-2.18%"
"2022년 05월 18일","90.19","96.40","96.46","89.99","1.54M","-6.89%"
"2022년 05월 17일","96.86","98.23","98.53","96.14","948.75K","-1.80%"
"2022년 05월 16일","98.64","98.03","99.04","96.92","1.11M","0.50%"
"2022년 05월 13일","98.15","97.57","98.21","96.81","924.61K","0.47%"
"2022년 05월 12일","97.69","98.35","98.88","96.69","1.51M","0.01%"
"2022년 05월 11일","97.68","98.01","99.40","97.45","1.24M","-0.33%"
"2022년 05월 10일","98.00","98.50","99.45","97.27","1.30M","-0.37%"
"2022년 05월 09일","98.36","95.20","99.56","94.67","2.07M","2.75%"
"2022년 05월 06일","95.73","94.74","95.90","94.34","1.21M","1.00%"
"2022년 05월 05일","94.78","96.09","96.38","93.99","1.70M","-1.81%"
"2022년 05월 04일","96.53","95.64","96.81","95.39","1.20M","0.91%"
"2022년 05월 03일","95.66","96.34","96.97","95.16","1.11M","-0.60%"
"2022년 05월 02일","96.24","97.74","98.46","95.19","1.38M","-1.35%"
"2022년 04월 29일","97.56","99.47","99.83","97.42","1.67M","-2.83%"
"2022년 04월 28일","100.40","99.37","101.71","97.70","2.41M","-3.61%"
"2022년 04월 27일","104.16","102.83","105.28","102.74","1.81M","1.53%"
"2022년 04월 26일","102.59","104.10","104.44","102.48","1.29M","-1.38%"
"2022년 04월 25일","104.03","103.19","104.50","101.74","1.10M","1.21%"
