"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","10.15","10.06","10.16","10.06","307.97K","0.79%"
"2022년 05월 26일","10.07","10.05","10.15","10.05","352.31K","0.60%"
"2022년 05월 25일","10.01","10.06","10.16","9.94","707.28K","-0.10%"
"2022년 05월 24일","10.02","9.93","10.07","9.81","753.34K","1.31%"
"2022년 05월 23일","9.89","9.93","10.05","9.87","623.59K","1.02%"
"2022년 05월 20일","9.79","9.75","9.80","9.61","818.56K","1.24%"
"2022년 05월 19일","9.67","9.71","9.81","9.65","887.74K","-0.92%"
"2022년 05월 18일","9.76","9.70","9.81","9.62","934.96K","0.31%"
"2022년 05월 17일","9.73","9.58","9.77","9.56","570.47K","2.75%"
"2022년 05월 16일","9.47","9.53","9.64","9.43","654.26K","-1.25%"
"2022년 05월 13일","9.59","9.65","9.71","9.43","712.52K","-0.72%"
"2022년 05월 12일","9.66","9.59","9.67","9.48","729.63K","0.84%"
"2022년 05월 11일","9.58","9.60","9.72","9.57","515.43K","0.52%"
"2022년 05월 10일","9.53","9.63","9.80","9.41","671.56K","-0.94%"
"2022년 05월 09일","9.62","9.45","9.70","9.41","808.21K","0.63%"
"2022년 05월 06일","9.56","9.48","9.73","9.36","736.38K","0.53%"
"2022년 05월 05일","9.51","9.71","9.72","9.44","492.50K","-3.45%"
"2022년 05월 04일","9.85","9.65","9.86","9.51","653.43K","2.50%"
"2022년 05월 03일","9.61","9.68","9.73","9.57","609.19K","-0.52%"
"2022년 05월 02일","9.66","9.68","9.81","9.51","802.83K","0.31%"
"2022년 04월 29일","9.63","9.88","9.99","9.56","759.13K","-2.92%"
