"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","219.67","212.89","220.10","212.89","2.15M","3.48%"
"2022년 05월 26일","212.29","207.26","213.60","206.81","1.76M","3.91%"
"2022년 05월 25일","204.31","202.73","205.45","198.82","2.10M","-0.46%"
"2022년 05월 24일","205.25","202.65","206.00","197.28","1.92M","0.27%"
"2022년 05월 23일","204.69","202.19","206.97","200.64","1.65M","1.89%"
"2022년 05월 20일","200.90","201.96","201.96","195.43","2.25M","0.93%"
"2022년 05월 19일","199.05","201.09","203.17","195.54","2.60M","-2.22%"
"2022년 05월 18일","203.57","217.22","218.55","202.61","3.57M","-8.09%"
"2022년 05월 17일","221.50","214.47","222.51","213.93","2.78M","5.62%"
"2022년 05월 16일","209.72","210.47","211.94","208.35","1.30M","-0.74%"
"2022년 05월 13일","211.29","208.69","215.06","208.62","2.07M","1.48%"
"2022년 05월 12일","208.20","205.32","208.34","202.31","2.34M","0.48%"
"2022년 05월 11일","207.20","207.71","212.17","206.43","2.71M","-0.41%"
"2022년 05월 10일","208.06","210.28","211.55","202.90","2.27M","-0.10%"
"2022년 05월 09일","208.27","207.32","212.58","205.68","2.32M","-0.92%"
"2022년 05월 06일","210.21","206.42","212.44","203.25","2.36M","1.43%"
"2022년 05월 05일","207.24","207.00","210.55","204.93","2.65M","-1.07%"
"2022년 05월 04일","209.49","200.60","210.03","199.13","2.45M","5.04%"
"2022년 05월 03일","199.44","197.26","200.60","195.60","1.96M","1.23%"
"2022년 05월 02일","197.01","198.94","200.48","192.82","2.23M","-0.87%"
