"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","10.25","10.20","10.25","10.11","4.13K","0.79%"
"2022년 05월 26일","10.17","9.94","10.17","9.94","1.10K","2.83%"
"2022년 05월 25일","9.89","9.80","9.89","9.65","5.21K","2.17%"
"2022년 05월 24일","9.68","9.99","9.99","9.53","11.70K","-3.29%"
"2022년 05월 23일","10.01","10.02","10.02","9.83","3.30K","1.10%"
"2022년 05월 20일","9.90","10.17","10.17","9.90","3.47K","-2.94%"
"2022년 05월 19일","10.20","10.32","10.32","9.97","12.97K","-2.21%"
"2022년 05월 18일","10.43","10.29","10.47","10.29","2.18K","0.68%"
"2022년 05월 17일","10.36","10.30","10.56","10.30","4.75K","2.17%"
"2022년 05월 16일","10.14","10.47","10.55","10.14","3.80K","-3.24%"
"2022년 05월 13일","10.48","10.27","11.00","9.81","65.78K","16.32%"
"2022년 05월 12일","9.01","9.17","9.17","9.01","11.48K","-0.55%"
"2022년 05월 11일","9.06","9.03","9.13","8.97","45.11K","1.68%"
"2022년 05월 10일","8.91","8.91","9.27","8.91","17.44K","-0.61%"
"2022년 05월 09일","8.97","9.13","9.73","8.97","12.15K","-1.16%"
"2022년 05월 06일","9.07","9.29","9.30","9.07","13.62K","0.33%"
"2022년 05월 05일","9.04","8.78","9.09","8.78","31.63K","1.12%"
"2022년 05월 04일","8.94","9.63","9.63","8.42","113.00K","-4.89%"
"2022년 05월 03일","9.40","9.43","9.45","9.24","8.68K","-0.11%"
"2022년 05월 02일","9.41","9.67","9.69","9.30","22.49K","-3.88%"
"2022년 04월 29일","9.79","9.73","9.79","9.56","4.13K","0.51%"
