"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","43.15","42.42","43.43","42.32","161.50K","2.03%"
"2022년 05월 26일","42.29","41.69","42.76","41.23","130.53K","2.30%"
"2022년 05월 25일","41.34","40.49","41.47","39.90","180.69K","2.10%"
"2022년 05월 24일","40.49","40.04","40.63","39.11","126.27K","1.17%"
"2022년 05월 23일","40.02","39.49","40.53","39.08","232.65K","1.70%"
"2022년 05월 20일","39.35","41.14","41.14","38.56","416.60K","-4.07%"
"2022년 05월 19일","41.02","41.20","41.46","39.85","274.82K","-1.44%"
"2022년 05월 18일","41.62","42.66","42.80","41.46","275.06K","-3.01%"
"2022년 05월 17일","42.91","42.42","43.03","42.07","127.98K","1.75%"
"2022년 05월 16일","42.17","42.20","42.62","41.61","134.90K","-0.47%"
"2022년 05월 13일","42.37","41.97","42.60","41.73","155.79K","1.58%"
"2022년 05월 12일","41.71","40.21","41.92","40.13","222.35K","4.14%"
"2022년 05월 11일","40.05","41.25","42.20","39.99","157.11K","-2.53%"
"2022년 05월 10일","41.09","42.34","42.77","40.52","167.43K","-3.00%"
"2022년 05월 09일","42.36","40.03","42.77","40.03","208.59K","5.03%"
"2022년 05월 06일","40.33","41.05","41.13","39.59","265.64K","-2.30%"
"2022년 05월 05일","41.28","40.65","41.47","39.68","326.95K","-0.41%"
"2022년 05월 04일","41.45","41.13","41.76","40.57","171.79K","1.49%"
"2022년 05월 03일","40.84","41.20","41.46","40.41","124.81K","-1.16%"
"2022년 05월 02일","41.32","41.57","42.24","40.56","132.01K","-0.15%"
"2022년 04월 29일","41.38","41.73","41.94","41.14","190.80K","-1.24%"
