"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","116.03","114.17","116.44","113.55","924.88K","2.08%"
"2022년 05월 23일","113.67","112.96","114.13","111.71","1.29M","1.76%"
"2022년 05월 20일","111.70","110.54","112.12","109.94","981.35K","0.30%"
"2022년 05월 19일","111.37","111.17","111.93","109.92","937.77K","-0.43%"
"2022년 05월 18일","111.85","114.37","114.37","111.60","1.08M","-1.67%"
"2022년 05월 17일","113.75","113.76","113.88","111.69","1.04M","0.52%"
"2022년 05월 16일","113.16","113.58","114.30","112.76","1.23M","0.18%"
"2022년 05월 13일","112.96","111.89","113.52","111.16","1.08M","0.78%"
"2022년 05월 12일","112.09","112.66","113.38","111.07","1.18M","-0.47%"
"2022년 05월 11일","112.62","113.62","115.54","112.19","1.06M","-0.43%"
"2022년 05월 10일","113.11","113.75","115.23","111.57","952.64K","-0.46%"
"2022년 05월 09일","113.63","114.54","114.75","113.01","1.13M","-1.11%"
"2022년 05월 06일","114.90","114.31","115.30","113.35","1.36M","-0.12%"
"2022년 05월 05일","115.04","115.29","117.50","113.93","1.01M","-0.23%"
"2022년 05월 04일","115.31","113.26","115.31","113.10","994.22K","2.40%"
"2022년 05월 03일","112.61","112.24","114.56","111.96","915.46K","0.76%"
"2022년 05월 02일","111.76","114.18","114.66","110.67","1.09M","-1.45%"
"2022년 04월 29일","113.40","116.48","116.48","113.01","2.89M","-2.92%"
"2022년 04월 28일","116.81","116.73","117.58","115.80","819.02K","0.65%"
"2022년 04월 27일","116.06","117.23","118.25","115.42","796.66K","-0.85%"
"2022년 04월 26일","117.05","117.88","118.85","116.93","874.94K","-0.55%"
"2022년 04월 25일","117.70","118.67","119.07","116.18","1.05M","-0.84%"
