"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","232.91","231.70","234.63","230.78","38.32K","0.78%"
"2022년 05월 26일","231.10","228.97","232.15","227.49","38.91K","1.70%"
"2022년 05월 25일","227.24","228.61","230.23","225.43","32.90K","-0.26%"
"2022년 05월 24일","227.83","223.37","229.86","219.00","48.45K","2.09%"
"2022년 05월 23일","223.16","223.56","225.47","221.23","72.66K","0.52%"
"2022년 05월 20일","222.00","229.19","229.19","219.63","81.37K","-2.84%"
"2022년 05월 19일","228.50","223.96","229.79","222.15","62.10K","1.42%"
"2022년 05월 18일","225.29","230.95","231.61","223.61","32.19K","-3.11%"
"2022년 05월 17일","232.53","230.10","233.14","229.60","29.23K","1.31%"
"2022년 05월 16일","229.52","228.14","229.75","226.54","27.37K","0.10%"
"2022년 05월 13일","229.30","229.42","231.21","226.46","40.04K","0.03%"
"2022년 05월 12일","229.22","228.46","230.38","226.95","40.51K","-0.05%"
"2022년 05월 11일","229.34","230.84","232.50","228.88","38.58K","-0.49%"
"2022년 05월 10일","230.46","234.97","235.99","230.07","32.06K","-1.71%"
"2022년 05월 09일","234.46","238.19","238.36","232.10","36.17K","-1.47%"
"2022년 05월 06일","237.96","238.47","241.93","236.59","30.31K","-0.34%"
"2022년 05월 05일","238.78","241.25","243.89","236.12","40.48K","-1.74%"
"2022년 05월 04일","243.00","240.85","246.84","240.85","53.92K","0.80%"
"2022년 05월 03일","241.07","242.99","246.90","241.01","32.67K","0.04%"
"2022년 05월 02일","240.97","235.93","244.14","235.43","87.56K","2.21%"
"2022년 04월 29일","235.75","234.20","236.69","234.20","61.35K","0.24%"
