"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","30.21","29.52","30.22","29.04","270.64K","3.60%"
"2022년 05월 26일","29.16","29.15","29.74","28.75","207.79K","0.66%"
"2022년 05월 25일","28.97","27.57","29.42","27.25","255.47K","4.77%"
"2022년 05월 24일","27.65","29.54","29.54","27.00","289.59K","-7.77%"
"2022년 05월 23일","29.98","29.85","30.03","28.65","247.73K","2.08%"
"2022년 05월 20일","29.37","30.16","30.69","27.62","317.92K","-0.58%"
"2022년 05월 19일","29.54","30.57","31.00","29.20","281.53K","-4.31%"
"2022년 05월 18일","30.87","31.73","33.42","30.34","388.19K","-4.93%"
"2022년 05월 17일","32.47","31.12","32.61","30.81","354.34K","6.74%"
"2022년 05월 16일","30.42","29.72","30.76","29.20","358.21K","1.26%"
"2022년 05월 13일","30.04","28.02","30.19","28.02","510.55K","10.20%"
"2022년 05월 12일","27.26","27.57","28.30","25.76","386.35K","-2.50%"
"2022년 05월 11일","27.96","27.53","29.44","27.41","351.08K","0.72%"
"2022년 05월 10일","27.76","27.68","29.34","27.17","301.98K","-1.14%"
"2022년 05월 09일","28.08","28.75","29.24","27.33","419.88K","-4.75%"
"2022년 05월 06일","29.48","29.83","29.92","29.03","273.39K","-1.67%"
"2022년 05월 05일","29.98","30.50","30.50","28.94","303.65K","-3.57%"
"2022년 05월 04일","31.09","30.56","31.29","29.42","134.63K","2.14%"
"2022년 05월 03일","30.44","30.51","30.87","29.66","238.43K","0.26%"
"2022년 05월 02일","30.36","29.95","30.37","28.84","311.26K","1.88%"
"2022년 04월 29일","29.80","31.03","31.03","29.74","172.82K","-1.97%"
