"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","85.96","85.62","86.05","85.29","521.38K","0.40%"
"2022년 05월 26일","85.62","85.56","86.16","85.18","512.32K","0.52%"
"2022년 05월 25일","85.18","84.15","85.55","83.70","450.85K","1.48%"
"2022년 05월 24일","83.94","84.77","85.50","83.03","699.65K","-0.92%"
"2022년 05월 23일","84.72","84.43","84.95","83.02","687.45K","1.52%"
"2022년 05월 20일","83.45","83.30","83.90","81.76","780.79K","0.70%"
"2022년 05월 19일","82.87","83.03","83.79","82.15","715.50K","-1.00%"
"2022년 05월 18일","83.71","85.76","87.28","83.41","720.35K","-3.14%"
"2022년 05월 17일","86.42","84.77","86.58","84.55","632.36K","2.62%"
"2022년 05월 16일","84.21","83.89","84.67","83.19","700.36K","0.84%"
"2022년 05월 13일","83.51","85.29","86.03","83.32","998.20K","-1.46%"
"2022년 05월 12일","84.75","84.32","85.10","83.21","1.01M","0.26%"
"2022년 05월 11일","84.53","85.83","87.24","84.50","914.85K","-0.04%"
"2022년 05월 10일","84.56","85.00","85.65","83.07","1.27M","-0.52%"
"2022년 05월 09일","85.00","84.89","85.98","84.28","1.17M","-0.89%"
"2022년 05월 06일","85.76","82.97","85.92","82.66","1.93M","2.78%"
"2022년 05월 05일","83.44","86.06","86.38","83.16","1.29M","-3.45%"
"2022년 05월 04일","86.42","82.44","86.48","82.00","1.22M","5.29%"
"2022년 05월 03일","82.08","81.52","83.95","80.87","1.45M","2.03%"
"2022년 05월 02일","80.45","81.07","81.58","79.47","1.30M","-0.80%"
"2022년 04월 29일","81.10","82.26","83.17","80.88","1.27M","-2.72%"
