"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","2,118.52","2,127.55","2,127.90","2,044.16","3.01M","-5.14%"
"2022년 05월 23일","2,233.33","2,202.08","2,240.11","2,183.08","1.53M","2.15%"
"2022년 05월 20일","2,186.26","2,241.71","2,251.00","2,127.46","1.88M","-1.29%"
"2022년 05월 19일","2,214.91","2,236.82","2,271.75","2,209.36","1.46M","-1.47%"
"2022년 05월 18일","2,248.02","2,304.75","2,313.91","2,242.84","1.39M","-3.69%"
"2022년 05월 17일","2,334.03","2,344.55","2,344.55","2,306.75","1.07M","1.66%"
"2022년 05월 16일","2,295.85","2,307.68","2,332.15","2,286.70","1.16M","-1.48%"
"2022년 05월 13일","2,330.31","2,285.66","2,361.70","2,280.51","1.49M","2.96%"
"2022년 05월 12일","2,263.22","2,238.76","2,297.13","2,202.27","2.06M","-0.70%"
"2022년 05월 11일","2,279.22","2,274.21","2,333.42","2,273.00","1.81M","-0.54%"
"2022년 05월 10일","2,291.69","2,320.81","2,333.82","2,267.67","1.54M","1.33%"
"2022년 05월 09일","2,261.68","2,266.07","2,311.26","2,251.03","1.73M","-2.23%"
"2022년 05월 06일","2,313.20","2,310.38","2,349.97","2,282.86","1.77M","-0.93%"
"2022년 05월 05일","2,334.93","2,404.41","2,424.67","2,303.65","2.15M","-4.76%"
"2022년 05월 04일","2,451.50","2,360.07","2,462.86","2,314.77","1.66M","3.76%"
"2022년 05월 03일","2,362.59","2,335.30","2,386.00","2,332.54","1.06M","0.83%"
"2022년 05월 02일","2,343.14","2,278.13","2,346.79","2,267.99","1.49M","1.91%"
"2022년 04월 29일","2,299.33","2,351.64","2,378.58","2,295.49","1.68M","-3.72%"
"2022년 04월 28일","2,388.23","2,342.30","2,408.77","2,302.88","1.81M","3.82%"
"2022년 04월 27일","2,300.41","2,287.46","2,350.00","2,262.49","3.10M","-3.75%"
"2022년 04월 26일","2,390.12","2,455.00","2,455.00","2,383.24","2.28M","-3.04%"
"2022년 04월 25일","2,465.00","2,387.24","2,465.11","2,375.74","1.72M","3.04%"
