"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","179.80","178.84","180.86","177.05","5.82K","0.49%"
"2022년 05월 26일","178.92","176.34","179.69","176.34","7.41K","2.59%"
"2022년 05월 25일","174.40","171.01","175.40","171.01","6.36K","0.96%"
"2022년 05월 24일","172.75","172.75","172.75","172.75","2.68K","-0.37%"
"2022년 05월 23일","173.40","173.01","174.62","173.01","7.14K","1.27%"
"2022년 05월 20일","171.23","174.74","174.74","171.07","14.02K","-0.85%"
"2022년 05월 19일","172.70","172.27","174.16","170.49","11.83K","-1.03%"
"2022년 05월 18일","174.49","176.57","176.57","172.55","5.71K","-2.27%"
"2022년 05월 17일","178.54","176.17","180.70","176.17","10.49K","2.60%"
"2022년 05월 16일","174.02","175.47","178.05","174.02","5.59K","-0.02%"
"2022년 05월 13일","174.06","174.47","177.13","173.38","7.92K","-0.41%"
"2022년 05월 12일","174.77","177.84","177.84","173.44","9.63K","0.55%"
"2022년 05월 11일","173.81","174.59","182.32","173.70","11.16K","0.86%"
"2022년 05월 10일","172.33","174.60","176.86","170.22","14.38K","-0.23%"
"2022년 05월 09일","172.73","170.68","174.49","170.33","11.66K","-0.03%"
"2022년 05월 06일","172.79","175.71","175.71","170.43","12.16K","-0.99%"
"2022년 05월 05일","174.51","177.92","177.92","170.84","7.29K","-2.39%"
"2022년 05월 04일","178.79","174.00","179.00","173.21","6.83K","2.95%"
"2022년 05월 03일","173.66","170.98","178.01","169.54","16.77K","2.76%"
"2022년 05월 02일","168.99","167.70","170.41","165.54","10.46K","0.37%"
"2022년 04월 29일","168.37","171.99","172.16","168.37","8.56K","-2.56%"
