"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","317.45","320.79","320.79","313.75","293.78K","-1.16%"
"2022년 05월 23일","321.16","322.65","323.74","314.24","272.05K","0.69%"
"2022년 05월 20일","318.95","325.24","327.63","309.93","515.01K","-1.51%"
"2022년 05월 19일","323.83","328.78","330.47","318.20","485.68K","-1.93%"
"2022년 05월 18일","330.19","328.30","332.56","327.51","347.55K","-0.50%"
"2022년 05월 17일","331.86","330.87","334.61","325.60","433.03K","3.41%"
"2022년 05월 16일","320.93","317.82","321.74","315.58","258.87K","0.16%"
"2022년 05월 13일","320.42","317.59","326.32","316.91","254.03K","2.06%"
"2022년 05월 12일","313.95","309.40","314.85","306.08","343.39K","0.73%"
"2022년 05월 11일","311.66","320.27","324.35","311.23","308.38K","-3.04%"
"2022년 05월 10일","321.43","320.29","323.34","309.66","426.17K","1.63%"
"2022년 05월 09일","316.29","323.81","324.92","314.71","550.58K","-3.55%"
"2022년 05월 06일","327.93","330.05","331.16","321.69","397.97K","-1.59%"
"2022년 05월 05일","333.24","336.89","337.89","325.74","641.55K","-2.70%"
"2022년 05월 04일","342.47","327.12","344.12","322.73","651.73K","4.75%"
"2022년 05월 03일","326.93","313.00","329.52","313.00","904.17K","8.12%"
"2022년 05월 02일","302.38","301.18","305.21","296.56","666.82K","-0.21%"
"2022년 04월 29일","303.02","304.91","313.11","302.79","705.38K","-1.01%"
"2022년 04월 28일","306.12","299.68","307.92","299.15","576.05K","4.21%"
"2022년 04월 27일","293.76","289.63","297.98","289.63","449.04K","1.69%"
"2022년 04월 26일","288.88","295.14","298.15","288.88","555.91K","-2.47%"
"2022년 04월 25일","296.20","296.44","296.65","288.32","322.05K","-0.08%"
