"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","8.040","8.120","8.250","8.020","805.75K","-0.74%"
"2022년 05월 26일","8.100","8.190","8.285","8.070","767.71K","0.00%"
"2022년 05월 25일","8.100","7.700","8.195","7.670","663.65K","4.38%"
"2022년 05월 24일","7.760","7.780","7.870","7.210","772.22K","-1.77%"
"2022년 05월 23일","7.900","7.480","8.070","7.440","1.03M","7.63%"
"2022년 05월 20일","7.340","7.520","7.530","7.185","294.93K","-1.08%"
"2022년 05월 19일","7.420","7.340","7.580","7.300","406.86K","0.82%"
"2022년 05월 18일","7.360","7.440","7.630","7.295","402.94K","-2.26%"
"2022년 05월 17일","7.530","7.480","7.690","7.420","644.72K","3.01%"
"2022년 05월 16일","7.310","7.200","7.560","7.190","523.05K","0.83%"
"2022년 05월 13일","7.250","7.200","7.590","7.135","812.90K","4.62%"
"2022년 05월 12일","6.930","6.750","7.210","6.670","465.93K","1.91%"
"2022년 05월 11일","6.800","6.760","7.210","6.630","1.14M","0.00%"
"2022년 05월 10일","6.800","6.630","7.000","6.460","326.66K","5.26%"
"2022년 05월 09일","6.460","6.700","6.795","6.420","300.09K","-5.56%"
"2022년 05월 06일","6.840","6.410","7.270","6.410","446.26K","6.05%"
"2022년 05월 05일","6.450","6.680","6.700","6.200","207.05K","-4.73%"
"2022년 05월 04일","6.770","6.820","6.855","6.440","117.30K","-0.59%"
"2022년 05월 03일","6.810","6.910","6.950","6.740","297.57K","-1.59%"
"2022년 05월 02일","6.920","6.830","6.940","6.740","160.99K","2.06%"
"2022년 04월 29일","6.780","7.000","7.150","6.745","189.57K","-3.83%"
