"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","53.03","52.55","53.81","52.55","140.75K","2.28%"
"2022년 05월 26일","51.85","53.40","55.55","51.79","303.30K","0.76%"
"2022년 05월 25일","51.46","48.54","51.47","48.54","99.21K","5.36%"
"2022년 05월 24일","48.84","48.86","49.32","47.32","81.53K","-1.27%"
"2022년 05월 23일","49.47","50.92","51.48","48.21","134.23K","-1.71%"
"2022년 05월 20일","50.33","50.49","50.50","48.89","101.51K","0.56%"
"2022년 05월 19일","50.05","49.89","51.57","49.59","85.15K","-0.60%"
"2022년 05월 18일","50.35","50.86","52.07","50.06","125.41K","-2.25%"
"2022년 05월 17일","51.51","49.50","51.53","48.71","98.79K","5.84%"
"2022년 05월 16일","48.67","47.97","49.88","47.04","82.07K","0.95%"
"2022년 05월 13일","48.21","49.11","49.88","47.59","59.54K","-0.97%"
"2022년 05월 12일","48.68","46.54","49.27","46.00","102.66K","4.67%"
"2022년 05월 11일","46.51","47.99","49.34","46.45","136.03K","-2.60%"
"2022년 05월 10일","47.75","49.38","49.99","46.65","112.68K","-2.13%"
"2022년 05월 09일","48.79","47.94","49.66","46.29","96.93K","0.35%"
"2022년 05월 06일","48.62","48.50","48.73","47.49","55.10K","-0.29%"
"2022년 05월 05일","48.76","50.02","50.07","47.01","81.79K","-4.02%"
"2022년 05월 04일","50.80","49.04","51.07","48.54","68.36K","3.97%"
"2022년 05월 03일","48.86","48.11","49.22","47.66","69.74K","1.73%"
"2022년 05월 02일","48.03","46.92","48.08","46.41","93.47K","2.52%"
"2022년 04월 29일","46.85","48.51","49.51","46.53","95.47K","-4.02%"
