"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","267.74","271.50","272.05","263.05","698.44K","-2.34%"
"2022년 05월 23일","274.15","272.67","275.75","267.62","862.85K","1.57%"
"2022년 05월 20일","269.92","276.17","276.78","262.76","844.65K","-0.99%"
"2022년 05월 19일","272.61","269.14","278.57","268.53","686.15K","-0.29%"
"2022년 05월 18일","273.40","287.75","292.90","272.70","870.88K","-5.87%"
"2022년 05월 17일","290.46","292.20","296.25","286.41","521.47K","2.66%"
"2022년 05월 16일","282.93","286.14","287.62","280.20","513.60K","-1.91%"
"2022년 05월 13일","288.44","286.93","293.48","285.70","566.51K","1.92%"
"2022년 05월 12일","283.02","276.86","283.03","269.37","1.36M","0.78%"
"2022년 05월 11일","280.82","291.00","298.27","280.46","887.27K","-4.38%"
"2022년 05월 10일","293.69","291.24","299.65","285.61","1.12M","2.40%"
"2022년 05월 09일","286.82","290.00","303.36","286.00","1.46M","-2.92%"
"2022년 05월 06일","295.46","300.41","302.65","288.25","960.45K","-2.55%"
"2022년 05월 05일","303.20","314.98","318.55","298.40","1.01M","-5.40%"
"2022년 05월 04일","320.51","314.36","321.25","302.38","967.54K","2.58%"
"2022년 05월 03일","312.45","307.39","315.53","307.39","597.48K","1.77%"
"2022년 05월 02일","307.03","315.48","316.80","296.79","1.18M","-3.00%"
"2022년 04월 29일","316.52","317.12","321.12","314.91","924.83K","-0.62%"
"2022년 04월 28일","318.50","321.45","324.00","305.58","1.25M","2.87%"
"2022년 04월 27일","309.62","301.54","310.59","300.22","1.01M","2.43%"
"2022년 04월 26일","302.26","309.48","311.91","300.74","859.01K","-3.52%"
"2022년 04월 25일","313.28","308.96","315.26","301.80","1.20M","-0.44%"
