"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","61.12","60.53","61.84","60.53","88.73K","1.53%"
"2022년 05월 26일","60.20","59.35","60.76","58.78","105.13K","1.69%"
"2022년 05월 25일","59.20","58.76","59.51","57.53","120.84K","0.46%"
"2022년 05월 24일","58.93","57.00","59.47","56.54","146.32K","2.74%"
"2022년 05월 23일","57.36","57.55","58.22","56.30","160.39K","0.63%"
"2022년 05월 20일","57.00","57.93","57.94","56.47","96.67K","-1.23%"
"2022년 05월 19일","57.71","57.02","58.35","56.54","122.32K","0.38%"
"2022년 05월 18일","57.49","59.11","59.71","57.31","171.27K","-3.62%"
"2022년 05월 17일","59.65","58.47","60.54","58.29","191.48K","3.00%"
"2022년 05월 16일","57.91","58.47","59.30","56.13","149.57K","-1.61%"
"2022년 05월 13일","58.86","57.39","59.33","57.06","230.84K","2.88%"
"2022년 05월 12일","57.21","56.20","57.21","56.00","211.86K","1.13%"
"2022년 05월 11일","56.57","55.32","57.16","54.62","351.42K","1.76%"
"2022년 05월 10일","55.59","54.78","55.80","53.89","252.44K","2.09%"
"2022년 05월 09일","54.45","52.24","54.85","51.96","165.49K","3.03%"
"2022년 05월 06일","52.85","54.10","54.10","52.06","235.01K","-1.80%"
"2022년 05월 05일","53.82","54.64","54.64","52.22","134.42K","-1.77%"
"2022년 05월 04일","54.79","53.49","55.61","53.22","204.34K","7.43%"
"2022년 05월 03일","51.00","50.69","51.70","49.68","144.05K","-1.20%"
"2022년 05월 02일","51.62","51.66","52.59","51.36","141.59K","-0.31%"
"2022년 04월 29일","51.78","52.91","53.10","51.63","91.23K","-2.71%"
