"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","4.860","4.900","4.900","4.820","25.36K","0.21%"
"2022년 05월 26일","4.850","4.730","4.900","4.625","57.02K","2.97%"
"2022년 05월 25일","4.710","4.430","4.730","4.430","40.36K","6.32%"
"2022년 05월 24일","4.430","4.710","4.710","4.380","66.90K","-6.74%"
"2022년 05월 23일","4.750","4.780","4.800","4.670","19.63K","0.85%"
"2022년 05월 20일","4.710","4.880","4.880","4.580","39.31K","-2.48%"
"2022년 05월 19일","4.830","4.730","4.870","4.730","34.11K","0.42%"
"2022년 05월 18일","4.810","4.825","4.870","4.770","51.28K","-0.62%"
"2022년 05월 17일","4.840","4.750","4.910","4.750","24.34K","4.31%"
"2022년 05월 16일","4.640","4.770","4.860","4.610","30.23K","-2.11%"
"2022년 05월 13일","4.740","4.580","4.770","4.570","28.50K","4.87%"
"2022년 05월 12일","4.520","4.430","4.650","4.410","86.34K","0.44%"
"2022년 05월 11일","4.500","4.480","4.733","4.420","71.23K","-2.17%"
"2022년 05월 10일","4.600","4.500","4.750","4.280","103.81K","1.77%"
"2022년 05월 09일","4.520","4.840","4.915","4.450","82.77K","-9.05%"
"2022년 05월 06일","4.970","5.050","5.190","4.930","35.49K","-2.36%"
"2022년 05월 05일","5.090","5.190","5.190","5.040","30.19K","-3.78%"
"2022년 05월 04일","5.290","5.180","5.313","5.060","59.39K","0.95%"
"2022년 05월 03일","5.240","5.130","5.330","5.130","26.04K","1.35%"
"2022년 05월 02일","5.170","5.240","5.300","5.070","93.82K","-1.52%"
"2022년 04월 29일","5.250","5.300","5.370","5.190","41.52K","-0.94%"
