"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","109.19","108.85","110.52","108.85","3.96K","2.25%"
"2022년 05월 26일","106.79","103.12","107.50","103.12","6.61K","3.48%"
"2022년 05월 25일","103.20","100.16","104.08","99.14","6.42K","2.08%"
"2022년 05월 24일","101.10","103.47","104.10","100.00","6.24K","-3.64%"
"2022년 05월 23일","104.92","101.68","105.91","101.68","7.54K","3.37%"
"2022년 05월 20일","101.50","100.08","102.66","100.00","6.45K","1.88%"
"2022년 05월 19일","99.63","99.71","100.69","99.10","12.18K","-0.16%"
"2022년 05월 18일","99.79","100.57","103.07","97.37","31.80K","-0.16%"
"2022년 05월 17일","99.95","100.00","100.99","99.02","10.04K","0.76%"
"2022년 05월 16일","99.20","99.14","100.16","97.16","8.46K","-0.19%"
"2022년 05월 13일","99.39","100.00","101.14","99.20","8.36K","0.39%"
"2022년 05월 12일","99.00","101.40","102.14","97.98","13.57K","-0.45%"
"2022년 05월 11일","99.45","98.03","100.83","98.03","13.13K","0.35%"
"2022년 05월 10일","99.10","100.00","100.00","97.69","5.89K","-1.96%"
"2022년 05월 09일","101.08","103.63","103.63","100.00","8.18K","-3.95%"
"2022년 05월 06일","105.24","105.24","105.24","105.24","4.73K","-0.62%"
"2022년 05월 05일","105.90","111.90","111.90","105.01","13.89K","-5.42%"
"2022년 05월 04일","111.97","110.42","111.97","109.00","7.51K","0.46%"
"2022년 05월 03일","111.46","110.90","112.60","109.30","8.37K","-0.61%"
"2022년 05월 02일","112.14","112.32","115.30","110.22","31.31K","1.03%"
"2022년 04월 29일","111.00","114.00","114.00","111.00","9.40K","-3.06%"
