"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","30.35","29.58","30.36","29.41","947.04K","2.99%"
"2022년 05월 26일","29.47","29.15","29.68","29.12","728.61K","1.73%"
"2022년 05월 25일","28.97","28.57","29.35","28.40","802.77K","1.58%"
"2022년 05월 24일","28.52","29.04","29.18","28.04","922.49K","-2.36%"
"2022년 05월 23일","29.21","29.24","29.73","28.82","979.56K","1.49%"
"2022년 05월 20일","28.78","28.54","28.84","28.04","660.05K","1.70%"
"2022년 05월 19일","28.30","28.67","28.96","28.26","1.04M","-2.41%"
"2022년 05월 18일","29.00","29.02","29.34","28.74","711.96K","-0.79%"
"2022년 05월 17일","29.23","28.66","29.23","28.50","569.27K","3.95%"
"2022년 05월 16일","28.12","28.23","28.55","27.79","456.45K","-1.19%"
"2022년 05월 13일","28.46","28.64","28.82","28.15","545.04K","0.07%"
"2022년 05월 12일","28.44","27.85","28.44","27.61","640.94K","1.79%"
"2022년 05월 11일","27.94","28.79","29.02","27.82","648.70K","-2.24%"
"2022년 05월 10일","28.58","29.05","29.28","28.00","573.96K","-0.97%"
"2022년 05월 09일","28.86","28.48","29.29","28.34","707.72K","-0.14%"
"2022년 05월 06일","28.90","29.84","29.90","28.48","956.61K","-2.99%"
"2022년 05월 05일","29.79","30.00","30.10","29.31","1.06M","-2.04%"
"2022년 05월 04일","30.41","29.58","30.46","29.15","1.02M","2.95%"
"2022년 05월 03일","29.54","28.86","29.62","28.48","919.85K","1.90%"
"2022년 05월 02일","28.99","28.29","29.04","28.00","1.13M","3.24%"
"2022년 04월 29일","28.08","29.52","29.52","27.95","908.76K","-4.65%"
