"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","9.10","9.11","9.20","8.67","3.20M","0.78%"
"2022년 05월 19일","9.03","8.50","9.11","8.45","3.98M","5.99%"
"2022년 05월 18일","8.52","8.68","8.91","8.33","3.20M","-4.27%"
"2022년 05월 17일","8.90","8.70","9.00","8.50","3.28M","4.71%"
"2022년 05월 16일","8.50","8.40","8.74","8.14","4.53M","1.31%"
"2022년 05월 13일","8.39","8.16","8.68","7.99","5.86M","6.34%"
"2022년 05월 12일","7.89","7.80","8.17","7.61","5.38M","-0.63%"
"2022년 05월 11일","7.94","8.51","8.57","7.75","5.34M","-7.67%"
"2022년 05월 10일","8.60","8.70","9.11","8.43","5.66M","2.75%"
"2022년 05월 09일","8.37","8.93","9.07","8.26","6.18M","-7.92%"
"2022년 05월 06일","9.09","9.66","9.69","8.96","5.11M","-7.06%"
"2022년 05월 05일","9.78","9.72","10.43","9.60","7.19M","-3.93%"
"2022년 05월 04일","10.18","9.82","10.22","9.43","6.99M","3.88%"
"2022년 05월 03일","9.80","9.61","9.85","9.50","5.12M","2.08%"
"2022년 05월 02일","9.60","9.24","9.64","9.19","7.20M","3.34%"
"2022년 04월 29일","9.29","9.71","10.02","9.25","4.75M","-3.93%"
"2022년 04월 28일","9.67","10.02","10.14","9.41","4.92M","-2.81%"
"2022년 04월 27일","9.95","9.50","10.08","9.50","3.82M","4.74%"
"2022년 04월 26일","9.50","10.03","10.24","9.49","4.65M","-5.66%"
"2022년 04월 25일","10.07","9.57","10.20","9.57","3.39M","4.14%"
"2022년 04월 22일","9.67","9.76","9.91","9.58","4.39M","-0.21%"
