"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","10.800","11.150","11.320","10.240","3.52M","-3.40%"
"2022년 05월 19일","11.180","9.560","11.280","9.560","6.60M","16.22%"
"2022년 05월 18일","9.620","9.400","9.660","9.270","4.51M","-1.13%"
"2022년 05월 17일","9.730","10.000","10.200","9.180","6.34M","-0.92%"
"2022년 05월 16일","9.820","9.480","10.120","9.420","29.17M","2.29%"
"2022년 05월 13일","9.600","9.000","10.190","8.880","13.58M","21.14%"
"2022년 05월 12일","7.925","7.260","8.140","7.260","2.50M","6.38%"
"2022년 05월 11일","7.450","8.100","8.200","7.360","2.48M","-9.37%"
"2022년 05월 10일","8.220","8.420","8.660","8.130","2.40M","0.61%"
"2022년 05월 09일","8.170","8.550","9.220","8.120","3.54M","-8.61%"
"2022년 05월 06일","8.940","8.440","9.520","8.260","3.38M","2.05%"
"2022년 05월 05일","8.760","9.220","9.240","8.550","2.21M","-6.21%"
"2022년 05월 04일","9.340","9.260","9.430","8.600","1.98M","2.08%"
"2022년 05월 03일","9.150","9.280","9.350","8.940","1.41M","-1.61%"
"2022년 05월 02일","9.300","8.800","9.320","8.790","2.09M","5.32%"
"2022년 04월 29일","8.830","9.260","9.400","8.800","1.85M","-4.13%"
"2022년 04월 28일","9.210","9.570","9.675","8.750","2.16M","-1.92%"
"2022년 04월 27일","9.390","9.450","9.700","9.310","1.04M","-0.53%"
"2022년 04월 26일","9.440","9.800","9.960","9.395","1.50M","-5.13%"
"2022년 04월 25일","9.950","9.370","9.980","9.350","1.26M","4.52%"
"2022년 04월 22일","9.520","9.840","10.190","9.480","1.26M","-2.86%"
