"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","40.15","39.77","40.34","39.29","5.96M","0.65%"
"2022년 05월 23일","39.89","39.62","40.02","39.03","6.30M","1.71%"
"2022년 05월 20일","39.22","39.25","39.57","38.24","12.40M","-0.68%"
"2022년 05월 19일","39.49","39.73","40.25","39.08","9.56M","-1.84%"
"2022년 05월 18일","40.23","40.85","41.12","40.12","10.30M","-2.64%"
"2022년 05월 17일","41.32","40.51","41.50","40.25","8.95M","3.77%"
"2022년 05월 16일","39.82","39.43","40.06","39.34","5.83M","0.40%"
"2022년 05월 13일","39.66","39.16","39.92","39.12","7.24M","2.24%"
"2022년 05월 12일","38.79","38.57","39.00","38.02","9.92M","0.13%"
"2022년 05월 11일","38.74","38.55","39.65","38.35","9.78M","0.23%"
"2022년 05월 10일","38.65","38.69","39.24","37.99","10.97M","0.94%"
"2022년 05월 09일","38.29","40.26","40.31","37.99","13.41M","-6.27%"
"2022년 05월 06일","40.85","41.84","41.91","40.62","9.14M","-2.81%"
"2022년 05월 05일","42.03","42.47","42.93","41.58","9.58M","-1.68%"
"2022년 05월 04일","42.75","41.78","42.90","41.40","6.08M","2.35%"
"2022년 05월 03일","41.77","41.50","42.27","41.50","7.40M","0.34%"
"2022년 05월 02일","41.63","42.42","42.65","40.78","8.98M","-1.14%"
"2022년 04월 29일","42.11","42.52","42.98","41.95","15.02M","-1.45%"
"2022년 04월 28일","42.73","43.44","43.61","42.00","8.55M","-0.77%"
"2022년 04월 27일","43.06","43.55","44.85","42.86","14.69M","1.08%"
"2022년 04월 26일","42.60","43.85","44.17","42.54","14.25M","-4.46%"
"2022년 04월 25일","44.59","43.76","44.78","43.59","10.33M","1.57%"
