"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","184.62","184.98","187.80","182.39","4.48M","-0.88%"
"2022년 05월 23일","186.25","186.50","186.83","181.39","3.52M","0.84%"
"2022년 05월 20일","184.69","188.93","189.26","179.22","5.72M","-1.69%"
"2022년 05월 19일","187.86","182.68","191.81","182.68","5.13M","2.20%"
"2022년 05월 18일","183.82","187.50","191.46","179.76","7.80M","-5.26%"
"2022년 05월 17일","194.03","198.92","199.47","187.87","8.19M","-0.36%"
"2022년 05월 16일","194.73","192.57","196.22","189.49","4.40M","0.38%"
"2022년 05월 13일","194.00","191.27","197.41","190.35","2.91M","1.20%"
"2022년 05월 12일","191.70","187.77","194.84","187.23","4.29M","2.09%"
"2022년 05월 11일","187.77","192.84","195.19","187.30","4.53M","-2.27%"
"2022년 05월 10일","192.13","198.11","199.04","190.25","3.64M","-2.01%"
"2022년 05월 09일","196.07","189.59","198.47","188.25","4.00M","1.97%"
"2022년 05월 06일","192.29","194.17","195.45","189.66","3.91M","-1.85%"
"2022년 05월 05일","195.92","203.91","204.61","193.52","4.26M","-5.43%"
"2022년 05월 04일","207.16","200.73","207.96","198.25","4.44M","2.74%"
"2022년 05월 03일","201.63","202.47","204.87","200.23","2.99M","-0.74%"
"2022년 05월 02일","203.14","198.12","204.65","197.72","3.70M","2.74%"
"2022년 04월 29일","197.73","203.49","205.18","197.08","4.22M","-3.61%"
"2022년 04월 28일","205.14","201.62","207.15","200.03","3.23M","2.79%"
"2022년 04월 27일","199.57","199.25","203.46","198.97","3.03M","-0.01%"
"2022년 04월 26일","199.59","198.91","204.37","198.24","3.96M","-0.39%"
"2022년 04월 25일","200.38","197.05","200.74","194.67","3.90M","1.68%"
