"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","2.16","2.12","2.18","2.08","1.29M","3.85%"
"2022년 05월 26일","2.08","2.08","2.17","2.05","551.41K","-0.48%"
"2022년 05월 25일","2.09","2.01","2.10","2.01","811.43K","2.45%"
"2022년 05월 24일","2.04","2.12","2.13","2.02","939.01K","-5.56%"
"2022년 05월 23일","2.16","2.20","2.20","2.08","938.83K","-2.26%"
"2022년 05월 20일","2.21","2.24","2.29","2.11","999.99K","0.91%"
"2022년 05월 19일","2.19","2.18","2.28","2.09","1.35M","0.00%"
"2022년 05월 18일","2.19","2.29","2.35","2.17","733.57K","-6.81%"
"2022년 05월 17일","2.35","2.32","2.37","2.26","777.42K","2.62%"
"2022년 05월 16일","2.29","2.44","2.50","2.27","1.20M","-5.76%"
"2022년 05월 13일","2.43","2.36","2.49","2.36","1.15M","3.40%"
"2022년 05월 12일","2.35","1.97","2.36","1.97","2.04M","16.92%"
"2022년 05월 11일","2.01","2.12","2.20","2.00","1.33M","-6.51%"
"2022년 05월 10일","2.15","2.29","2.33","2.09","1.68M","-4.02%"
"2022년 05월 09일","2.24","2.26","2.31","2.21","1.65M","-4.27%"
"2022년 05월 06일","2.34","2.27","2.39","2.15","1.91M","1.52%"
"2022년 05월 05일","2.31","2.76","2.76","2.25","3.05M","-24.67%"
"2022년 05월 04일","3.06","2.96","3.08","2.87","897.91K","2.68%"
"2022년 05월 03일","2.98","3.01","3.05","2.92","809.50K","-1.00%"
"2022년 05월 02일","3.01","2.91","3.02","2.83","941.42K","5.61%"
"2022년 04월 29일","2.85","2.80","2.92","2.79","1.39M","1.06%"
