"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","31.87","31.55","31.88","31.36","472.84K","1.34%"
"2022년 05월 26일","31.45","31.78","31.92","31.15","471.63K","-0.51%"
"2022년 05월 25일","31.61","31.19","31.70","31.05","485.76K","1.15%"
"2022년 05월 24일","31.25","31.42","31.70","30.78","324.83K","-0.57%"
"2022년 05월 23일","31.43","31.61","31.61","31.04","420.37K","0.38%"
"2022년 05월 20일","31.31","30.90","31.39","30.70","484.89K","2.32%"
"2022년 05월 19일","30.60","31.01","31.19","30.39","793.14K","-2.49%"
"2022년 05월 18일","31.38","32.12","32.42","31.19","566.73K","-3.30%"
"2022년 05월 17일","32.45","31.91","32.60","31.77","429.91K","3.21%"
"2022년 05월 16일","31.44","30.91","31.67","30.88","347.95K","1.48%"
"2022년 05월 13일","30.98","31.24","31.54","30.45","636.78K","-0.10%"
"2022년 05월 12일","31.01","30.24","31.03","30.07","715.75K","2.07%"
"2022년 05월 11일","30.38","30.25","31.49","30.25","666.32K","0.76%"
"2022년 05월 10일","30.15","31.49","31.70","29.91","1.17M","-4.26%"
"2022년 05월 09일","31.49","31.77","32.28","31.33","783.75K","-2.05%"
"2022년 05월 06일","32.15","31.23","32.34","30.93","868.84K","2.52%"
"2022년 05월 05일","31.36","31.86","32.12","31.05","439.43K","-2.73%"
"2022년 05월 04일","32.24","31.27","32.31","30.86","681.62K","3.63%"
"2022년 05월 03일","31.11","30.27","31.43","30.19","595.62K","3.15%"
"2022년 05월 02일","30.16","31.06","31.72","29.93","1.06M","-1.98%"
"2022년 04월 29일","30.77","30.86","31.77","30.53","1.03M","-2.22%"
