"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","98.78","97.49","100.24","97.48","48.36K","2.44%"
"2022년 05월 26일","96.43","96.90","97.27","95.76","56.43K","0.69%"
"2022년 05월 25일","95.77","97.18","99.47","95.56","44.92K","-1.16%"
"2022년 05월 24일","96.89","96.98","97.26","93.08","40.65K","-0.50%"
"2022년 05월 23일","97.38","99.18","99.72","96.29","35.30K","-0.74%"
"2022년 05월 20일","98.11","100.84","101.60","94.85","36.96K","-1.87%"
"2022년 05월 19일","99.98","100.01","101.40","98.75","70.58K","-0.42%"
"2022년 05월 18일","100.40","99.70","102.07","99.17","88.84K","-0.77%"
"2022년 05월 17일","101.18","101.01","102.51","98.93","53.53K","2.50%"
"2022년 05월 16일","98.71","101.87","102.94","98.47","59.50K","-3.23%"
"2022년 05월 13일","102.00","100.32","104.96","100.32","58.84K","3.85%"
"2022년 05월 12일","98.22","93.84","99.67","93.84","585.31K","3.23%"
"2022년 05월 11일","95.15","96.03","97.99","93.84","95.56K","-1.63%"
"2022년 05월 10일","96.73","99.67","99.67","95.01","82.32K","-1.45%"
"2022년 05월 09일","98.15","99.12","102.19","97.50","89.93K","-3.09%"
"2022년 05월 06일","101.28","101.16","102.45","99.39","65.39K","-1.25%"
"2022년 05월 05일","102.56","107.05","108.06","94.03","119.99K","-6.02%"
"2022년 05월 04일","109.13","103.39","109.20","102.06","46.55K","5.37%"
"2022년 05월 03일","103.57","103.08","105.46","101.37","54.86K","1.07%"
"2022년 05월 02일","102.47","103.56","105.34","100.15","61.81K","-1.44%"
"2022년 04월 29일","103.97","106.25","107.67","103.57","52.69K","-3.34%"
