"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","7.490","7.200","7.580","7.000","221.63K","1.77%"
"2022년 05월 26일","7.360","7.420","7.590","7.130","115.98K","0.55%"
"2022년 05월 25일","7.320","7.270","7.619","6.949","135.80K","3.39%"
"2022년 05월 24일","7.080","7.170","7.330","6.790","169.75K","-4.84%"
"2022년 05월 23일","7.440","7.100","7.640","6.760","764.41K","14.29%"
"2022년 05월 20일","6.510","7.100","7.100","6.330","156.86K","-7.00%"
"2022년 05월 19일","7.000","6.900","7.140","6.714","157.49K","1.01%"
"2022년 05월 18일","6.930","7.250","7.630","6.520","457.29K","-6.60%"
"2022년 05월 17일","7.420","7.980","7.980","7.180","298.05K","-4.26%"
"2022년 05월 16일","7.750","7.230","8.090","7.140","247.07K","10.09%"
"2022년 05월 13일","7.040","6.790","7.445","6.790","207.20K","3.83%"
"2022년 05월 12일","6.780","6.330","7.201","6.330","65.15K","5.44%"
"2022년 05월 11일","6.430","6.850","7.230","6.430","67.31K","-7.28%"
"2022년 05월 10일","6.935","7.600","7.740","6.685","176.88K","-9.46%"
"2022년 05월 09일","7.660","7.350","7.730","7.111","106.53K","3.51%"
"2022년 05월 06일","7.400","8.400","8.845","7.320","408.14K","-13.55%"
"2022년 05월 05일","8.560","9.810","9.890","8.380","334.41K","-10.83%"
"2022년 05월 04일","9.600","9.040","9.850","8.870","180.81K","2.67%"
"2022년 05월 03일","9.350","9.140","9.450","8.960","135.80K","5.06%"
"2022년 05월 02일","8.900","9.060","9.231","8.610","95.46K","-0.11%"
"2022년 04월 29일","8.910","8.880","9.340","8.510","243.93K","4.82%"
