"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.210","1.250","1.265","1.190","196.89K","-3.20%"
"2022년 05월 26일","1.250","1.170","1.257","1.140","176.82K","3.31%"
"2022년 05월 25일","1.210","1.280","1.342","1.160","312.47K","-5.60%"
"2022년 05월 24일","1.282","1.360","1.520","1.280","1.83M","-5.05%"
"2022년 05월 23일","1.350","1.380","1.380","1.337","26.88K","-2.17%"
"2022년 05월 20일","1.380","1.440","1.440","1.359","21.77K","-1.43%"
"2022년 05월 19일","1.400","1.380","1.400","1.370","63.12K","3.70%"
"2022년 05월 18일","1.350","1.430","1.470","1.340","51.09K","-7.53%"
"2022년 05월 17일","1.460","1.400","1.520","1.400","142.52K","2.82%"
"2022년 05월 16일","1.420","1.380","1.470","1.360","155.59K","2.16%"
"2022년 05월 13일","1.390","1.360","1.420","1.350","89.63K","-0.71%"
"2022년 05월 12일","1.400","1.290","1.467","1.290","45.92K","6.06%"
"2022년 05월 11일","1.320","1.489","1.489","1.320","96.63K","-11.41%"
"2022년 05월 10일","1.490","1.460","1.540","1.460","81.85K","1.36%"
"2022년 05월 09일","1.470","1.680","1.694","1.470","57.35K","-16.00%"
"2022년 05월 06일","1.750","1.800","1.865","1.750","35.87K","-4.37%"
"2022년 05월 05일","1.830","1.930","1.949","1.790","46.17K","-7.11%"
"2022년 05월 04일","1.970","1.950","2.050","1.790","66.46K","3.14%"
"2022년 05월 03일","1.910","1.900","1.950","1.900","6.31K","1.06%"
"2022년 05월 02일","1.890","1.820","2.020","1.809","121.21K","1.07%"
"2022년 04월 29일","1.870","2.000","2.000","1.820","60.23K","-7.43%"
