"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.190","1.190","1.220","1.150","1.59M","0.00%"
"2022년 05월 26일","1.190","1.140","1.220","1.130","1.24M","4.39%"
"2022년 05월 25일","1.140","1.140","1.160","1.110","410.36K","1.79%"
"2022년 05월 24일","1.120","1.150","1.190","1.100","375.48K","-4.27%"
"2022년 05월 23일","1.170","1.280","1.280","1.170","440.42K","-6.40%"
"2022년 05월 20일","1.250","1.320","1.340","1.190","606.25K","-2.34%"
"2022년 05월 19일","1.280","1.330","1.330","1.240","492.18K","2.40%"
"2022년 05월 18일","1.250","1.370","1.375","1.240","828.11K","-9.42%"
"2022년 05월 17일","1.380","1.300","1.390","1.280","917.59K","11.29%"
"2022년 05월 16일","1.240","1.230","1.300","1.190","985.13K","3.33%"
"2022년 05월 13일","1.200","1.230","1.290","1.180","862.30K","5.26%"
"2022년 05월 12일","1.140","1.080","1.190","1.080","766.29K","0.88%"
"2022년 05월 11일","1.130","1.150","1.190","1.050","2.56M","-4.24%"
"2022년 05월 10일","1.180","1.300","1.335","1.150","2.10M","-9.23%"
"2022년 05월 09일","1.300","1.420","1.440","1.280","1.23M","-12.16%"
"2022년 05월 06일","1.480","1.640","1.640","1.425","1.97M","-9.20%"
"2022년 05월 05일","1.630","1.750","1.750","1.600","707.80K","-8.43%"
"2022년 05월 04일","1.780","1.760","1.800","1.660","913.02K","3.49%"
"2022년 05월 03일","1.720","1.600","1.850","1.570","1.24M","5.52%"
"2022년 05월 02일","1.630","1.580","1.635","1.542","988.04K","1.87%"
"2022년 04월 29일","1.600","1.610","1.695","1.590","857.59K","-1.84%"
