"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","30.94","31.11","31.28","30.30","21.82M","0.00%"
"2022년 05월 19일","30.94","31.42","31.77","30.61","33.49M","-4.27%"
"2022년 05월 18일","32.32","33.69","33.78","32.21","20.44M","-4.27%"
"2022년 05월 17일","33.76","33.69","33.99","33.33","22.08M","1.50%"
"2022년 05월 16일","33.26","33.18","33.63","32.99","17.85M","-0.51%"
"2022년 05월 13일","33.43","33.12","33.88","33.08","11.31M","1.30%"
"2022년 05월 12일","33.00","33.05","33.38","32.36","20.20M","-0.51%"
"2022년 05월 11일","33.17","32.72","33.78","32.72","16.93M","1.19%"
"2022년 05월 10일","32.78","34.02","34.07","32.56","24.68M","-2.50%"
"2022년 05월 09일","33.62","34.48","34.55","33.48","17.61M","-3.34%"
"2022년 05월 06일","34.78","34.74","35.03","33.69","23.17M","0.38%"
"2022년 05월 05일","34.65","35.09","35.31","34.32","14.01M","-2.39%"
"2022년 05월 04일","35.50","34.58","35.55","34.40","14.40M","2.81%"
"2022년 05월 03일","34.53","34.35","34.83","34.10","12.13M","0.70%"
"2022년 05월 02일","34.29","34.38","34.63","33.66","13.50M","-0.15%"
"2022년 04월 29일","34.34","35.05","35.22","34.17","16.05M","-2.47%"
"2022년 04월 28일","35.21","34.52","35.36","34.41","12.83M","2.12%"
"2022년 04월 27일","34.48","34.21","34.92","34.11","13.23M","1.08%"
"2022년 04월 26일","34.11","34.68","34.70","34.09","10.71M","-1.53%"
"2022년 04월 25일","34.64","34.52","34.70","33.82","11.71M","0.35%"
"2022년 04월 22일","34.52","36.05","36.27","34.50","21.03M","-4.90%"
