"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","44.61","44.19","44.63","44.06","25.06K","1.46%"
"2022년 05월 26일","43.97","43.89","44.67","43.84","45.25K","0.94%"
"2022년 05월 25일","43.56","43.26","43.78","42.20","36.38K","0.11%"
"2022년 05월 24일","43.51","43.50","43.66","42.39","58.47K","-0.11%"
"2022년 05월 23일","43.56","44.43","44.43","43.36","34.27K","-1.58%"
"2022년 05월 20일","44.26","45.25","45.85","43.52","42.89K","-1.71%"
"2022년 05월 19일","45.03","45.58","45.65","44.69","58.29K","-1.55%"
"2022년 05월 18일","45.74","46.98","47.43","45.33","66.03K","-2.35%"
"2022년 05월 17일","46.84","47.10","47.19","46.45","44.63K","0.64%"
"2022년 05월 16일","46.54","46.43","47.04","46.26","89.09K","0.39%"
"2022년 05월 13일","46.36","46.02","46.94","45.86","60.56K","1.69%"
"2022년 05월 12일","45.59","45.99","46.39","44.92","51.58K","-1.21%"
"2022년 05월 11일","46.15","47.06","47.52","45.45","48.85K","-1.45%"
"2022년 05월 10일","46.83","48.36","48.61","46.51","53.03K","-1.72%"
"2022년 05월 09일","47.65","47.72","48.41","47.08","62.57K","-1.00%"
"2022년 05월 06일","48.13","49.47","49.47","47.24","61.91K","-2.08%"
"2022년 05월 05일","49.15","49.34","50.24","48.27","38.73K","-1.50%"
"2022년 05월 04일","49.90","49.24","49.90","47.94","52.70K","2.15%"
"2022년 05월 03일","48.85","49.67","49.70","48.36","57.89K","-1.91%"
"2022년 05월 02일","49.80","49.90","50.42","48.81","57.38K","0.63%"
"2022년 04월 29일","49.49","49.69","50.74","49.41","52.27K","-1.10%"
