"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","45.14","45.00","45.23","44.31","18.13K","1.19%"
"2022년 05월 26일","44.61","44.07","44.89","44.07","12.15K","1.69%"
"2022년 05월 25일","43.87","43.03","44.05","43.03","11.41K","2.31%"
"2022년 05월 24일","42.88","42.72","43.08","42.20","8.70K","0.33%"
"2022년 05월 23일","42.74","43.01","43.13","42.64","16.36K","0.85%"
"2022년 05월 20일","42.38","42.50","42.56","42.20","12.45K","0.31%"
"2022년 05월 19일","42.25","42.12","42.49","41.83","18.57K","-1.05%"
"2022년 05월 18일","42.70","43.44","43.44","42.50","17.14K","-2.60%"
"2022년 05월 17일","43.84","42.76","44.24","42.69","14.37K","3.67%"
"2022년 05월 16일","42.29","42.00","43.00","42.00","12.22K","-1.40%"
"2022년 05월 13일","42.89","43.71","43.71","42.89","13.82K","-0.58%"
"2022년 05월 12일","43.14","43.46","43.87","42.69","12.32K","-0.83%"
"2022년 05월 11일","43.50","44.21","44.60","43.50","10.58K","-1.07%"
"2022년 05월 10일","43.97","45.03","45.90","43.33","15.82K","-2.42%"
"2022년 05월 09일","45.06","44.79","45.11","44.30","20.69K","0.47%"
"2022년 05월 06일","44.85","45.93","45.93","44.85","26.08K","-1.54%"
"2022년 05월 05일","45.55","46.66","46.66","45.01","10.73K","-3.39%"
"2022년 05월 04일","47.15","46.62","47.30","45.44","9.34K","3.76%"
"2022년 05월 03일","45.44","45.80","46.15","45.41","10.72K","-0.20%"
"2022년 05월 02일","45.53","45.79","45.99","44.70","37.16K","-0.37%"
"2022년 04월 29일","45.70","47.19","47.19","45.66","12.45K","-2.52%"
